trip_id,customer_id,promo_id,promo_name,redeemed_date,promo_cost
TRIP0020849,CUST00492,PROMO0022,Refer & Earn,2025-09-20,5.81
TRIP0037230,CUST00878,PROMO0000,Christmas Bonus,2025-11-06,9.99
TRIP0114792,CUST02727,PROMO0026,Seasonal Promo,2025-08-12,13.87
TRIP0058345,CUST01389,PROMO0006,Refer & Earn,2025-06-06,10.3
TRIP0037732,CUST00891,PROMO0012,Back to School,2025-06-02,12.04
TRIP0097099,CUST02305,PROMO0000,Christmas Bonus,2024-04-15,8.58
TRIP0100709,CUST02391,PROMO0004,Black Friday,2024-12-28,2.53
TRIP0091619,CUST02179,PROMO0028,Festival Pass,2024-12-14,14.94
TRIP0026104,CUST00619,PROMO0010,Christmas Bonus,2024-02-25,13.48
TRIP0094466,CUST02244,PROMO0013,Senior Special,2025-10-16,10.78
TRIP0031359,CUST00743,PROMO0012,Back to School,2025-05-24,12.53
TRIP0097597,CUST02316,PROMO0007,Valentine's Special,2025-08-14,25.08
TRIP0104066,CUST02472,PROMO0007,Valentine's Special,2025-04-10,26.74
TRIP0067178,CUST01603,PROMO0033,New User Welcome,2024-02-08,18.0
TRIP0055500,CUST01320,PROMO0000,Christmas Bonus,2025-11-17,10.44
TRIP0013489,CUST00322,PROMO0029,Group Ride Deal,2025-07-15,3.0
TRIP0114795,CUST02727,PROMO0001,Christmas Bonus,2024-12-14,21.01
TRIP0100611,CUST02388,PROMO0000,Christmas Bonus,2025-11-10,12.28
TRIP0114264,CUST02715,PROMO0039,Airport Express,2024-05-10,9.65
TRIP0035987,CUST00851,PROMO0012,Back to School,2025-05-02,9.34
TRIP0015809,CUST00377,PROMO0028,Festival Pass,2025-09-27,8.99
TRIP0114484,CUST02719,PROMO0030,VIP Membership,2024-04-25,12.15
TRIP0096198,CUST02283,PROMO0030,VIP Membership,2024-03-24,11.24
TRIP0013217,CUST00316,PROMO0021,Holiday Rush,2025-03-02,15.47
TRIP0073440,CUST01750,PROMO0000,Christmas Bonus,2025-11-28,9.12
TRIP0052759,CUST01247,PROMO0031,Business Class,2024-09-10,8.0
TRIP0025446,CUST00603,PROMO0032,Refer & Earn,2023-12-24,16.87
TRIP0056247,CUST01339,PROMO0025,Birthday Bonus,2025-01-23,9.46
TRIP0068562,CUST01635,PROMO0022,Refer & Earn,2024-11-22,7.63
TRIP0108600,CUST02583,PROMO0009,City Explorer,2023-11-30,21.38
TRIP0082510,CUST01965,PROMO0021,Holiday Rush,2025-03-09,14.6
TRIP0021266,CUST00503,PROMO0000,Christmas Bonus,2025-12-06,9.57
TRIP0106732,CUST02540,PROMO0032,Refer & Earn,2023-04-29,16.01
TRIP0090443,CUST02152,PROMO0037,Premium Pass,2025-09-19,4.9
TRIP0111112,CUST02641,PROMO0013,Senior Special,2025-10-21,14.5
TRIP0051436,CUST01217,PROMO0005,Premium Pass,2024-12-11,18.19
TRIP0064913,CUST01547,PROMO0016,Holiday Rush,2023-12-18,4.78
TRIP0084940,CUST02023,PROMO0034,Refer & Earn,2025-06-30,9.2
TRIP0018484,CUST00435,PROMO0026,Seasonal Promo,2025-04-16,12.67
TRIP0042146,CUST00993,PROMO0012,Back to School,2025-05-23,8.18
TRIP0078869,CUST01878,PROMO0013,Senior Special,2025-10-29,12.94
TRIP0099703,CUST02368,PROMO0000,Christmas Bonus,2025-10-31,12.78
TRIP0010705,CUST00253,PROMO0019,Back to School,2024-09-22,12.94
TRIP0055058,CUST01309,PROMO0014,Valentine's Special,2025-12-06,19.75
TRIP0102356,CUST02431,PROMO0028,Festival Pass,2023-09-27,8.66
TRIP0019284,CUST00455,PROMO0025,Birthday Bonus,2025-01-28,6.91
TRIP0015183,CUST00363,PROMO0019,Back to School,2025-12-14,13.21
TRIP0044421,CUST01050,PROMO0000,Christmas Bonus,2025-11-17,8.42
TRIP0037619,CUST00888,PROMO0038,Black Friday,2025-06-18,11.82
TRIP0108408,CUST02577,PROMO0026,Seasonal Promo,2025-05-19,20.29
TRIP0061809,CUST01472,PROMO0000,Christmas Bonus,2025-11-15,7.73
TRIP0069008,CUST01645,PROMO0031,Business Class,2024-08-16,10.08
TRIP0123605,CUST02928,PROMO0033,New User Welcome,2024-01-16,12.78
TRIP0068229,CUST01627,PROMO0012,Back to School,2025-04-26,9.24
TRIP0050504,CUST01195,PROMO0017,Christmas Bonus,2025-09-30,17.53
TRIP0055883,CUST01330,PROMO0004,Black Friday,2024-09-28,4.47
TRIP0056959,CUST01353,PROMO0013,Senior Special,2025-08-30,11.25
TRIP0023304,CUST00549,PROMO0002,Back to School,2024-06-11,1.78
TRIP0063600,CUST01517,PROMO0026,Seasonal Promo,2025-04-24,19.88
TRIP0100532,CUST02386,PROMO0027,Business Class,2025-12-13,17.48
TRIP0122834,CUST02908,PROMO0038,Black Friday,2024-08-14,9.55
TRIP0006860,CUST00167,PROMO0000,Christmas Bonus,2025-11-01,7.22
TRIP0111788,CUST02659,PROMO0012,Back to School,2025-05-13,5.98
TRIP0126652,CUST02998,PROMO0000,Christmas Bonus,2025-11-10,9.06
TRIP0121192,CUST02870,PROMO0025,Birthday Bonus,2025-08-21,4.87
TRIP0048590,CUST01148,PROMO0006,Refer & Earn,2025-08-01,16.5
TRIP0050983,CUST01207,PROMO0004,Black Friday,2025-01-02,4.63
TRIP0103208,CUST02452,PROMO0006,Refer & Earn,2025-06-27,12.53
TRIP0091257,CUST02171,PROMO0023,Student Discount,2025-09-12,6.46
TRIP0007688,CUST00185,PROMO0012,Back to School,2025-05-01,12.46
TRIP0034313,CUST00811,PROMO0038,Black Friday,2024-11-26,11.69
TRIP0094750,CUST02250,PROMO0013,Senior Special,2025-10-13,6.63
TRIP0018260,CUST00430,PROMO0023,Student Discount,2025-09-20,6.01
TRIP0006340,CUST00155,PROMO0018,Business Class,2025-03-15,2.97
TRIP0123458,CUST02924,PROMO0004,Black Friday,2024-12-27,2.98
TRIP0002023,CUST00051,PROMO0033,New User Welcome,2023-09-22,16.48
TRIP0006160,CUST00151,PROMO0001,Christmas Bonus,2025-09-21,14.22
TRIP0002742,CUST00067,PROMO0033,New User Welcome,2024-11-30,13.1
TRIP0065431,CUST01562,PROMO0013,Senior Special,2025-10-16,10.72
TRIP0082809,CUST01973,PROMO0031,Business Class,2024-08-18,13.51
TRIP0005354,CUST00133,PROMO0002,Back to School,2024-06-11,2.51
TRIP0024270,CUST00574,PROMO0000,Christmas Bonus,2025-11-15,10.67
TRIP0095772,CUST02273,PROMO0029,Group Ride Deal,2025-08-09,2.36
TRIP0100195,CUST02379,PROMO0039,Airport Express,2025-07-07,8.58
TRIP0068110,CUST01624,PROMO0030,VIP Membership,2025-09-27,10.35
TRIP0055823,CUST01328,PROMO0025,Birthday Bonus,2025-07-21,9.08
TRIP0013831,CUST00332,PROMO0000,Christmas Bonus,2025-11-22,8.98
TRIP0109246,CUST02598,PROMO0009,City Explorer,2025-08-25,19.65
TRIP0026089,CUST00619,PROMO0011,Corporate Account,2023-07-02,20.41
TRIP0080708,CUST01922,PROMO0020,Halloween Treat,2025-09-21,2.75
TRIP0077682,CUST01852,PROMO0005,Premium Pass,2024-09-26,17.84
TRIP0029002,CUST00688,PROMO0007,Valentine's Special,2025-08-15,27.28
TRIP0008200,CUST00196,PROMO0009,City Explorer,2025-09-12,17.16
TRIP0040463,CUST00954,PROMO0013,Senior Special,2025-10-27,9.98
TRIP0091496,CUST02177,PROMO0013,Senior Special,2023-12-14,13.26
TRIP0004958,CUST00122,PROMO0012,Back to School,2025-05-19,7.9
TRIP0014202,CUST00338,PROMO0004,Black Friday,2025-01-14,4.4
TRIP0012367,CUST00291,PROMO0004,Black Friday,2024-09-24,4.64
TRIP0015680,CUST00373,PROMO0025,Birthday Bonus,2025-09-29,5.16
TRIP0019095,CUST00451,PROMO0016,Holiday Rush,2025-09-24,5.25
TRIP0073625,CUST01753,PROMO0018,Business Class,2025-03-23,2.18
TRIP0057071,CUST01356,PROMO0026,Seasonal Promo,2025-05-21,18.51
TRIP0086218,CUST02053,PROMO0000,Christmas Bonus,2025-10-30,6.82
TRIP0103919,CUST02468,PROMO0025,Birthday Bonus,2025-01-27,6.21
TRIP0110464,CUST02626,PROMO0039,Airport Express,2025-09-10,8.53
TRIP0102104,CUST02425,PROMO0025,Birthday Bonus,2025-09-16,7.73
TRIP0124279,CUST02943,PROMO0002,Back to School,2024-07-03,3.46
TRIP0075731,CUST01806,PROMO0029,Group Ride Deal,2025-07-17,2.5
TRIP0055248,CUST01314,PROMO0027,Business Class,2025-10-01,17.58
TRIP0078929,CUST01879,PROMO0001,Christmas Bonus,2024-09-27,14.52
TRIP0053181,CUST01257,PROMO0012,Back to School,2025-07-04,9.52
TRIP0005844,CUST00145,PROMO0027,Business Class,2025-11-24,9.81
TRIP0094772,CUST02251,PROMO0024,Student Discount,2025-09-05,19.65
TRIP0049120,CUST01162,PROMO0012,Back to School,2025-09-12,6.67
TRIP0065122,CUST01553,PROMO0012,Back to School,2025-04-26,8.23
TRIP0059272,CUST01409,PROMO0034,Refer & Earn,2023-08-31,9.01
TRIP0044275,CUST01047,PROMO0037,Premium Pass,2025-03-13,3.63
TRIP0022756,CUST00536,PROMO0000,Christmas Bonus,2024-10-06,9.62
TRIP0110746,CUST02633,PROMO0010,Christmas Bonus,2024-10-06,10.69
TRIP0113342,CUST02695,PROMO0027,Business Class,2025-12-10,12.37
TRIP0099313,CUST02359,PROMO0027,Business Class,2025-12-02,8.73
TRIP0075791,CUST01806,PROMO0004,Black Friday,2024-09-25,5.24
TRIP0115622,CUST02747,PROMO0013,Senior Special,2025-10-26,13.5
TRIP0101181,CUST02403,PROMO0024,Student Discount,2025-04-29,29.54
TRIP0077060,CUST01836,PROMO0031,Business Class,2024-09-03,9.14
TRIP0045383,CUST01071,PROMO0027,Business Class,2025-07-07,15.53
TRIP0009855,CUST00235,PROMO0000,Christmas Bonus,2025-12-10,13.33
TRIP0044257,CUST01047,PROMO0001,Christmas Bonus,2025-08-16,21.02
TRIP0124620,CUST02950,PROMO0039,Airport Express,2024-05-13,12.25
TRIP0045689,CUST01079,PROMO0022,Refer & Earn,2024-11-04,6.35
TRIP0032813,CUST00776,PROMO0012,Back to School,2025-08-09,10.34
TRIP0017426,CUST00413,PROMO0031,Business Class,2024-08-27,12.3
TRIP0032872,CUST00778,PROMO0025,Birthday Bonus,2025-01-22,7.24
TRIP0005773,CUST00144,PROMO0032,Refer & Earn,2023-05-11,9.13
TRIP0037481,CUST00884,PROMO0001,Christmas Bonus,2025-08-28,19.78
TRIP0077289,CUST01842,PROMO0011,Corporate Account,2023-07-08,11.54
TRIP0086614,CUST02063,PROMO0000,Christmas Bonus,2025-12-07,11.61
TRIP0064453,CUST01537,PROMO0000,Christmas Bonus,2025-11-15,8.21
TRIP0090094,CUST02144,PROMO0039,Airport Express,2024-05-06,7.68
TRIP0032960,CUST00780,PROMO0005,Premium Pass,2024-04-01,15.96
TRIP0080769,CUST01923,PROMO0000,Christmas Bonus,2025-11-04,7.85
TRIP0086220,CUST02054,PROMO0025,Birthday Bonus,2025-02-05,8.28
TRIP0037964,CUST00895,PROMO0038,Black Friday,2024-07-14,6.06
TRIP0094604,CUST02247,PROMO0000,Christmas Bonus,2025-11-21,11.26
TRIP0079068,CUST01883,PROMO0027,Business Class,2025-11-22,8.87
TRIP0019571,CUST00460,PROMO0002,Back to School,2024-07-02,3.39
TRIP0091924,CUST02187,PROMO0000,Christmas Bonus,2025-10-31,9.61
TRIP0084435,CUST02012,PROMO0012,Back to School,2025-04-12,11.69
TRIP0074091,CUST01767,PROMO0000,Christmas Bonus,2025-10-30,8.05
TRIP0039827,CUST00942,PROMO0004,Black Friday,2025-01-06,4.84
TRIP0062887,CUST01500,PROMO0000,Christmas Bonus,2025-11-09,9.69
TRIP0113486,CUST02698,PROMO0012,Back to School,2025-06-01,8.44
TRIP0019316,CUST00456,PROMO0002,Back to School,2025-09-12,3.21
TRIP0018072,CUST00427,PROMO0039,Airport Express,2024-05-13,9.88
TRIP0090426,CUST02151,PROMO0025,Birthday Bonus,2025-01-29,9.23
TRIP0052421,CUST01239,PROMO0000,Christmas Bonus,2025-11-25,13.24
TRIP0003705,CUST00090,PROMO0017,Christmas Bonus,2023-06-03,18.84
TRIP0006778,CUST00166,PROMO0010,Christmas Bonus,2025-08-03,11.0
TRIP0054762,CUST01299,PROMO0000,Christmas Bonus,2025-10-30,7.52
TRIP0088972,CUST02116,PROMO0009,City Explorer,2025-08-06,17.31
TRIP0052171,CUST01233,PROMO0029,Group Ride Deal,2025-07-18,2.73
TRIP0013200,CUST00316,PROMO0027,Business Class,2025-11-25,8.68
TRIP0123576,CUST02927,PROMO0031,Business Class,2024-08-19,10.28
TRIP0011911,CUST00281,PROMO0027,Business Class,2025-11-26,10.55
TRIP0013161,CUST00315,PROMO0037,Premium Pass,2025-02-07,3.5
TRIP0073527,CUST01751,PROMO0025,Birthday Bonus,2025-01-22,8.73
TRIP0040106,CUST00947,PROMO0022,Refer & Earn,2024-12-11,4.41
TRIP0087226,CUST02077,PROMO0005,Premium Pass,2025-09-19,19.11
TRIP0077436,CUST01846,PROMO0038,Black Friday,2025-09-27,7.24
TRIP0059533,CUST01418,PROMO0022,Refer & Earn,2023-12-11,7.98
TRIP0002501,CUST00061,PROMO0013,Senior Special,2025-10-20,11.47
TRIP0033511,CUST00792,PROMO0028,Festival Pass,2025-07-06,11.43
TRIP0068200,CUST01626,PROMO0009,City Explorer,2025-07-23,26.19
TRIP0070463,CUST01678,PROMO0039,Airport Express,2025-09-08,14.42
TRIP0056537,CUST01344,PROMO0000,Christmas Bonus,2025-12-05,12.56
TRIP0055401,CUST01319,PROMO0015,City Explorer,2024-11-13,24.73
TRIP0054128,CUST01282,PROMO0000,Christmas Bonus,2025-11-03,8.17
TRIP0014962,CUST00357,PROMO0031,Business Class,2024-09-03,12.68
TRIP0002236,CUST00055,PROMO0021,Holiday Rush,2025-03-21,18.4
TRIP0107385,CUST02556,PROMO0007,Valentine's Special,2025-04-18,17.4
TRIP0089401,CUST02127,PROMO0020,Halloween Treat,2024-10-30,2.78
TRIP0041633,CUST00981,PROMO0000,Christmas Bonus,2025-11-19,6.44
TRIP0062356,CUST01486,PROMO0000,Christmas Bonus,2025-10-30,7.6
TRIP0031992,CUST00757,PROMO0000,Christmas Bonus,2025-11-12,13.15
TRIP0008373,CUST00199,PROMO0021,Holiday Rush,2025-03-10,22.94
TRIP0093775,CUST02227,PROMO0013,Senior Special,2025-10-29,11.58
TRIP0016314,CUST00390,PROMO0024,Student Discount,2025-04-22,17.64
TRIP0109203,CUST02597,PROMO0000,Christmas Bonus,2025-11-01,11.2
TRIP0120271,CUST02850,PROMO0012,Back to School,2025-05-28,6.32
TRIP0065303,CUST01559,PROMO0027,Business Class,2025-11-28,13.36
TRIP0049842,CUST01179,PROMO0033,New User Welcome,2024-12-13,18.44
TRIP0080016,CUST01906,PROMO0033,New User Welcome,2024-01-27,15.45
TRIP0099794,CUST02371,PROMO0024,Student Discount,2025-04-26,25.41
TRIP0073246,CUST01745,PROMO0000,Christmas Bonus,2025-11-29,12.71
TRIP0008828,CUST00210,PROMO0015,City Explorer,2025-08-10,25.18
TRIP0125441,CUST02970,PROMO0012,Back to School,2025-05-29,11.33
TRIP0116796,CUST02775,PROMO0014,Valentine's Special,2025-12-12,13.78
TRIP0050751,CUST01200,PROMO0037,Premium Pass,2025-02-05,4.51
TRIP0000128,CUST00002,PROMO0037,Premium Pass,2025-02-07,3.95
TRIP0000171,CUST00003,PROMO0021,Holiday Rush,2025-03-10,12.18
TRIP0096989,CUST02302,PROMO0000,Christmas Bonus,2025-12-04,6.36
TRIP0111713,CUST02657,PROMO0000,Christmas Bonus,2025-11-20,11.51
TRIP0081990,CUST01953,PROMO0014,Valentine's Special,2024-04-23,17.66
TRIP0118106,CUST02802,PROMO0012,Back to School,2025-05-05,8.54
TRIP0106117,CUST02524,PROMO0022,Refer & Earn,2024-11-01,5.74
TRIP0116055,CUST02758,PROMO0021,Holiday Rush,2025-03-13,13.38
TRIP0092533,CUST02199,PROMO0023,Student Discount,2025-08-09,8.43
TRIP0106830,CUST02541,PROMO0020,Halloween Treat,2024-10-11,3.63
TRIP0077230,CUST01841,PROMO0005,Premium Pass,2025-07-21,10.45
TRIP0106737,CUST02540,PROMO0004,Black Friday,2024-12-22,3.36
TRIP0047615,CUST01126,PROMO0022,Refer & Earn,2025-06-21,7.14
TRIP0046735,CUST01103,PROMO0027,Business Class,2025-11-27,8.32
TRIP0078312,CUST01866,PROMO0012,Back to School,2025-05-30,11.03
TRIP0066106,CUST01579,PROMO0003,Spring Break,2024-11-23,16.87
TRIP0057680,CUST01370,PROMO0006,Refer & Earn,2025-09-02,10.88
TRIP0121486,CUST02876,PROMO0014,Valentine's Special,2025-06-13,11.89
TRIP0051526,CUST01218,PROMO0006,Refer & Earn,2024-12-07,11.37
TRIP0027771,CUST00657,PROMO0031,Business Class,2024-09-09,7.19
TRIP0043909,CUST01037,PROMO0007,Valentine's Special,2025-04-06,13.3
TRIP0081335,CUST01935,PROMO0034,Refer & Earn,2023-08-24,5.87
TRIP0114014,CUST02710,PROMO0013,Senior Special,2025-10-29,13.18
TRIP0102296,CUST02431,PROMO0005,Premium Pass,2025-09-10,14.12
TRIP0100795,CUST02392,PROMO0007,Valentine's Special,2024-04-01,14.79
TRIP0120780,CUST02861,PROMO0025,Birthday Bonus,2025-06-24,9.74
TRIP0113144,CUST02689,PROMO0000,Christmas Bonus,2025-11-12,12.52
TRIP0063532,CUST01515,PROMO0033,New User Welcome,2024-01-21,19.96
TRIP0067974,CUST01622,PROMO0022,Refer & Earn,2024-11-05,8.45
TRIP0111528,CUST02652,PROMO0004,Black Friday,2025-01-10,3.43
TRIP0028429,CUST00673,PROMO0014,Valentine's Special,2025-09-09,12.07
TRIP0003786,CUST00091,PROMO0012,Back to School,2025-04-07,8.66
TRIP0034599,CUST00819,PROMO0018,Business Class,2025-03-20,2.74
TRIP0097467,CUST02313,PROMO0033,New User Welcome,2024-02-04,20.54
TRIP0032002,CUST00758,PROMO0000,Christmas Bonus,2025-10-25,13.27
TRIP0072337,CUST01724,PROMO0021,Holiday Rush,2024-12-15,12.52
TRIP0011215,CUST00265,PROMO0024,Student Discount,2025-05-07,20.33
TRIP0042721,CUST01007,PROMO0017,Christmas Bonus,2024-11-10,19.17
TRIP0095142,CUST02258,PROMO0022,Refer & Earn,2024-10-26,8.0
TRIP0021916,CUST00519,PROMO0021,Holiday Rush,2025-07-22,21.47
TRIP0103900,CUST02467,PROMO0027,Business Class,2025-09-29,9.88
TRIP0020452,CUST00483,PROMO0030,VIP Membership,2024-03-24,8.21
TRIP0123065,CUST02913,PROMO0000,Christmas Bonus,2025-10-31,10.4
TRIP0045424,CUST01072,PROMO0038,Black Friday,2024-07-20,6.13
TRIP0102592,CUST02437,PROMO0031,Business Class,2025-09-11,10.92
TRIP0107673,CUST02561,PROMO0019,Back to School,2025-07-03,15.91
TRIP0032452,CUST00769,PROMO0002,Back to School,2024-07-12,2.02
TRIP0089096,CUST02120,PROMO0038,Black Friday,2024-08-04,7.29
TRIP0074164,CUST01768,PROMO0006,Refer & Earn,2023-10-09,14.84
TRIP0028450,CUST00674,PROMO0002,Back to School,2024-07-04,2.28
TRIP0035817,CUST00847,PROMO0035,Flash Sale,2024-07-30,19.47
TRIP0112279,CUST02671,PROMO0000,Christmas Bonus,2025-07-04,7.35
TRIP0068906,CUST01642,PROMO0011,Corporate Account,2025-07-07,14.71
TRIP0040804,CUST00961,PROMO0027,Business Class,2024-12-03,11.95
TRIP0062302,CUST01484,PROMO0010,Christmas Bonus,2024-03-04,9.45
TRIP0014609,CUST00348,PROMO0037,Premium Pass,2025-02-07,4.05
TRIP0075464,CUST01799,PROMO0013,Senior Special,2025-10-18,10.75
TRIP0126235,CUST02988,PROMO0004,Black Friday,2025-07-04,3.58
TRIP0116560,CUST02768,PROMO0025,Birthday Bonus,2025-02-07,9.65
TRIP0066305,CUST01584,PROMO0017,Christmas Bonus,2024-05-22,11.64
TRIP0071712,CUST01709,PROMO0013,Senior Special,2025-10-28,7.17
TRIP0092481,CUST02198,PROMO0027,Business Class,2025-12-05,12.2
TRIP0020810,CUST00491,PROMO0021,Holiday Rush,2025-03-02,20.87
TRIP0083360,CUST01986,PROMO0030,VIP Membership,2024-12-03,9.02
TRIP0118167,CUST02803,PROMO0010,Christmas Bonus,2025-08-28,14.82
TRIP0096174,CUST02283,PROMO0013,Senior Special,2025-10-13,8.46
TRIP0007026,CUST00170,PROMO0018,Business Class,2025-04-03,1.89
TRIP0023758,CUST00561,PROMO0021,Holiday Rush,2024-09-14,18.61
TRIP0036512,CUST00865,PROMO0021,Holiday Rush,2025-03-15,22.49
TRIP0123431,CUST02923,PROMO0034,Refer & Earn,2025-06-08,9.97
TRIP0053992,CUST01278,PROMO0004,Black Friday,2025-01-09,4.85
TRIP0035815,CUST00847,PROMO0022,Refer & Earn,2025-08-18,7.55
TRIP0041958,CUST00988,PROMO0011,Corporate Account,2023-07-28,22.86
TRIP0044311,CUST01047,PROMO0029,Group Ride Deal,2024-09-21,2.81
TRIP0068998,CUST01644,PROMO0013,Senior Special,2025-10-12,12.46
TRIP0047936,CUST01134,PROMO0000,Christmas Bonus,2025-11-01,8.84
TRIP0088615,CUST02108,PROMO0033,New User Welcome,2024-01-19,22.5
TRIP0008921,CUST00213,PROMO0025,Birthday Bonus,2025-08-03,5.04
TRIP0106911,CUST02544,PROMO0000,Christmas Bonus,2025-11-16,12.28
TRIP0065910,CUST01576,PROMO0031,Business Class,2024-09-08,12.27
TRIP0090561,CUST02155,PROMO0012,Back to School,2025-08-21,6.33
TRIP0060282,CUST01437,PROMO0000,Christmas Bonus,2025-11-10,11.22
TRIP0088190,CUST02099,PROMO0034,Refer & Earn,2024-09-27,6.19
TRIP0081528,CUST01940,PROMO0027,Business Class,2025-12-01,14.61
TRIP0010105,CUST00239,PROMO0017,Christmas Bonus,2025-06-05,16.54
TRIP0004050,CUST00099,PROMO0035,Flash Sale,2025-06-25,16.24
TRIP0124905,CUST02956,PROMO0005,Premium Pass,2025-09-15,16.9
TRIP0007390,CUST00178,PROMO0012,Back to School,2025-05-29,11.48
TRIP0118690,CUST02815,PROMO0020,Halloween Treat,2024-10-23,3.01
TRIP0076509,CUST01822,PROMO0037,Premium Pass,2025-02-12,4.61
TRIP0015643,CUST00372,PROMO0026,Seasonal Promo,2025-05-25,20.68
TRIP0016539,CUST00396,PROMO0015,City Explorer,2025-04-25,17.75
TRIP0105811,CUST02516,PROMO0023,Student Discount,2023-04-08,12.55
TRIP0089385,CUST02127,PROMO0017,Christmas Bonus,2024-06-01,19.78
TRIP0002253,CUST00056,PROMO0024,Student Discount,2025-05-06,25.07
TRIP0007257,CUST00175,PROMO0027,Business Class,2025-11-21,13.13
TRIP0067023,CUST01600,PROMO0020,Halloween Treat,2024-10-31,3.07
TRIP0010547,CUST00249,PROMO0004,Black Friday,2025-01-15,2.94
TRIP0057940,CUST01378,PROMO0013,Senior Special,2025-10-22,12.4
TRIP0030313,CUST00717,PROMO0000,Christmas Bonus,2025-11-11,7.53
TRIP0078376,CUST01868,PROMO0013,Senior Special,2025-10-09,8.98
TRIP0102034,CUST02424,PROMO0000,Christmas Bonus,2025-11-10,7.92
TRIP0063229,CUST01508,PROMO0000,Christmas Bonus,2025-11-10,11.45
TRIP0089902,CUST02138,PROMO0039,Airport Express,2024-12-02,12.97
TRIP0047799,CUST01130,PROMO0018,Business Class,2025-09-07,2.16
TRIP0029925,CUST00708,PROMO0004,Black Friday,2025-01-06,3.96
TRIP0059227,CUST01409,PROMO0031,Business Class,2024-09-06,11.16
TRIP0024218,CUST00573,PROMO0014,Valentine's Special,2025-07-21,18.98
TRIP0063189,CUST01507,PROMO0000,Christmas Bonus,2025-11-11,8.21
TRIP0040467,CUST00954,PROMO0035,Flash Sale,2024-08-02,20.3
TRIP0103095,CUST02449,PROMO0000,Christmas Bonus,2024-12-03,7.89
TRIP0008817,CUST00210,PROMO0000,Christmas Bonus,2025-11-29,9.17
TRIP0043232,CUST01020,PROMO0032,Refer & Earn,2025-07-05,16.44
TRIP0099612,CUST02365,PROMO0031,Business Class,2024-09-23,10.05
TRIP0123840,CUST02933,PROMO0004,Black Friday,2025-06-15,4.84
TRIP0112679,CUST02679,PROMO0025,Birthday Bonus,2025-01-24,6.11
TRIP0078008,CUST01860,PROMO0020,Halloween Treat,2024-10-24,2.02
TRIP0065356,CUST01561,PROMO0025,Birthday Bonus,2025-01-25,8.68
TRIP0044862,CUST01058,PROMO0012,Back to School,2025-04-29,11.88
TRIP0022603,CUST00533,PROMO0031,Business Class,2023-09-10,14.93
TRIP0107135,CUST02550,PROMO0026,Seasonal Promo,2025-04-13,23.18
TRIP0092567,CUST02200,PROMO0007,Valentine's Special,2025-03-27,15.13
TRIP0112360,CUST02672,PROMO0004,Black Friday,2024-12-24,3.47
TRIP0030216,CUST00714,PROMO0023,Student Discount,2025-09-26,9.64
TRIP0021348,CUST00506,PROMO0010,Christmas Bonus,2024-02-10,9.8
TRIP0016385,CUST00392,PROMO0011,Corporate Account,2025-09-21,22.75
TRIP0079213,CUST01886,PROMO0012,Back to School,2025-05-10,9.97
TRIP0061437,CUST01465,PROMO0015,City Explorer,2025-04-29,23.34
TRIP0041399,CUST00976,PROMO0038,Black Friday,2024-07-19,12.05
TRIP0067752,CUST01617,PROMO0025,Birthday Bonus,2025-02-04,7.46
TRIP0075582,CUST01802,PROMO0013,Senior Special,2025-10-12,13.38
TRIP0081272,CUST01933,PROMO0010,Christmas Bonus,2024-03-12,14.48
TRIP0107629,CUST02560,PROMO0024,Student Discount,2025-04-19,16.11
TRIP0072562,CUST01730,PROMO0000,Christmas Bonus,2025-11-17,8.28
TRIP0091856,CUST02185,PROMO0002,Back to School,2024-06-27,3.35
TRIP0005954,CUST00148,PROMO0038,Black Friday,2024-08-12,10.76
TRIP0026423,CUST00625,PROMO0033,New User Welcome,2024-01-24,11.56
TRIP0119691,CUST02837,PROMO0009,City Explorer,2024-11-16,22.0
TRIP0126431,CUST02993,PROMO0038,Black Friday,2024-08-10,11.89
TRIP0040297,CUST00951,PROMO0000,Christmas Bonus,2025-11-07,11.53
TRIP0121669,CUST02879,PROMO0037,Premium Pass,2024-12-11,7.36
TRIP0067625,CUST01614,PROMO0004,Black Friday,2025-01-08,4.28
TRIP0034261,CUST00810,PROMO0021,Holiday Rush,2025-07-29,18.43
TRIP0117133,CUST02782,PROMO0033,New User Welcome,2024-01-29,17.48
TRIP0100943,CUST02395,PROMO0000,Christmas Bonus,2025-11-26,13.23
TRIP0033878,CUST00802,PROMO0020,Halloween Treat,2024-10-09,3.34
TRIP0011002,CUST00260,PROMO0033,New User Welcome,2024-01-19,15.99
TRIP0060737,CUST01449,PROMO0000,Christmas Bonus,2025-11-24,7.56
TRIP0091913,CUST02186,PROMO0026,Seasonal Promo,2025-08-14,20.42
TRIP0049718,CUST01175,PROMO0036,Late Night Saver,2025-08-17,9.59
TRIP0027128,CUST00642,PROMO0002,Back to School,2024-11-29,2.73
TRIP0039114,CUST00924,PROMO0031,Business Class,2024-09-04,9.74
TRIP0029238,CUST00693,PROMO0014,Valentine's Special,2024-04-28,20.54
TRIP0073790,CUST01758,PROMO0000,Christmas Bonus,2024-04-22,9.27
TRIP0034064,CUST00806,PROMO0015,City Explorer,2025-04-22,23.4
TRIP0100777,CUST02392,PROMO0016,Holiday Rush,2025-07-29,7.25
TRIP0031993,CUST00757,PROMO0010,Christmas Bonus,2024-03-04,12.01
TRIP0068730,CUST01638,PROMO0010,Christmas Bonus,2024-03-24,14.14
