trip_id,customer_id,driver_id,city,pickup_area,dropoff_area,trip_datetime,trip_status,distance_km,duration_min,fare_amount,platform_revenue,driver_payout,promo_used,surge_multiplier
TRIP0013764,CUST00329,DRV8565,Milan,Brera,Loreto,2025-11-29 12:59:00,completed,11.84,10.5,5.25,1.31,3.94,0,1.0
TRIP0013765,CUST00329,DRV4104,Milan,Loreto,Porta Venezia,2024-01-24 22:03:00,completed,11.96,16.5,16.42,4.11,12.31,0,1.0
TRIP0013766,CUST00329,DRV7102,Milan,Lambrate,Centro Storico,2024-04-19 09:43:00,completed,10.94,27.9,6.21,1.55,4.66,0,1.0
TRIP0013767,CUST00329,DRV1710,Milan,Bicocca,Navigli,2025-02-05 18:42:00,completed,6.0,37.6,13.03,3.26,9.77,0,1.2
TRIP0013768,CUST00329,DRV7550,Milan,Isola,Lambrate,2024-01-19 08:58:00,completed,11.84,5.7,9.32,2.33,6.99,0,1.0
TRIP0013769,CUST00329,DRV4399,Milan,Loreto,Isola,2025-06-13 15:40:00,completed,6.15,34.8,13.54,3.38,10.16,0,1.2
TRIP0013770,CUST00329,DRV3438,Milan,Porta Venezia,Isola,2025-04-16 20:11:00,completed,,8.3,15.98,4.0,11.98,0,1.2
TRIP0013771,CUST00329,DRV9365,Milan,Porta Venezia,Bicocca,2024-06-24 14:37:00,completed,1.02,5.4,12.14,3.04,9.1,0,1.0
TRIP0013772,CUST00329,DRV3147,Milan,Centro Storico,Lambrate,2024-03-10 14:54:00,completed,3.83,34.1,12.96,3.24,9.72,0,1.0
TRIP0013773,CUST00329,DRV9325,Milan,Isola,Città Studi,2023-11-11 07:13:00,completed,5.23,10.6,13.07,3.27,9.8,0,1.0
TRIP0013774,CUST00329,DRV2484,Milan,Porta Romana,Isola,2024-01-08 09:10:00,completed,6.59,32.3,8.74,2.18,6.56,0,1.2
TRIP0013775,CUST00329,DRV4578,Milan,Centro Storico,Navigli,2024-03-05 20:54:00,completed,1.83,12.1,6.1,1.52,4.58,0,1.0
TRIP0013776,CUST00329,DRV3663,Milan,Città Studi,Loreto,2025-02-09 11:49:00,cancelled,3.77,,1.89,0.47,1.42,0,1.0
TRIP0013777,CUST00329,DRV5045,Milan,Città Studi,Bicocca,2023-12-14 21:11:00,completed,10.74,20.1,12.23,3.06,9.17,0,1.2
TRIP0013778,CUST00329,DRV5714,Milan,Città Studi,Brera,2024-07-13 23:04:00,completed,5.64,37.2,25.55,6.39,19.16,0,1.5
TRIP0013779,CUST00329,DRV9038,Milan,Città Studi,Brera,2024-02-09 17:18:00,completed,4.55,30.1,12.31,3.08,9.23,1,1.0
TRIP0013780,CUST00329,DRV8333,Milan,Lambrate,Porta Venezia,2025-11-07 16:08:00,completed,9.7,18.5,9.64,2.41,7.23,0,1.0
TRIP0013781,CUST00329,DRV6854,Milan,Bicocca,Navigli,2025-02-18 17:15:00,cancelled,10.12,14.7,1.8960000000000001,0.47,1.43,0,1.0
TRIP0013782,CUST00329,DRV9713,Milan,Porta Romana,Brera,2024-07-09 20:59:00,completed,3.84,13.8,9.71,2.43,7.28,0,1.0
TRIP0013783,CUST00329,DRV6044,Milan,Isola,Lambrate,2025-12-14 18:55:00,cancelled,3.33,12.7,3.032,0.76,2.27,0,1.5
TRIP0013784,CUST00330,DRV9430,Milan,Città Studi,Centro Storico,2025-11-01 17:19:00,completed,2.36,18.5,21.55,5.39,16.16,0,1.2
TRIP0013785,CUST00330,DRV4265,Milan,Porta Romana,Città Studi,2025-04-30 14:25:00,completed,12.11,7.4,12.76,3.19,9.57,0,1.5
TRIP0013786,CUST00330,DRV8055,Milan,Porta Venezia,Brera,2024-08-26 10:52:00,completed,3.26,34.0,13.53,3.38,10.15,1,1.0
TRIP0013787,CUST00330,DRV8734,Milan,Bicocca,Centro Storico,2025-05-28 17:06:00,completed,8.85,24.4,10.82,2.7,8.12,0,1.2
TRIP0013788,CUST00330,DRV8077,Milan,Brera,Centro Storico,2025-02-19 10:34:00,completed,8.04,,12.59,3.15,9.44,0,1.0
TRIP0013789,CUST00330,DRV1649,Milan,Città Studi,Lambrate,2025-07-09 20:16:00,completed,11.93,29.6,5.43,1.36,4.07,0,1.0
TRIP0013790,CUST00330,DRV3384,Milan,Lambrate,Centro Storico,2024-12-18 14:03:00,completed,6.06,28.7,17.65,4.41,13.24,1,1.0
TRIP0013791,CUST00330,DRV5963,Milan,Lambrate,Porta Venezia,2024-05-29 19:46:00,completed,11.69,26.2,8.87,2.22,6.65,0,1.2
TRIP0013792,CUST00330,DRV8430,Milan,Isola,Centro Storico,2024-02-02 18:30:00,completed,12.42,23.1,5.3,1.32,3.98,0,1.0
TRIP0013793,CUST00330,DRV1370,Milan,Isola,Navigli,2024-02-29 17:05:00,completed,12.81,27.8,6.99,1.75,5.24,0,1.0
TRIP0013794,CUST00330,DRV2406,Milan,Isola,Porta Romana,2024-09-29 16:21:00,cancelled,1.0,23.2,3.846,0.96,2.89,1,1.2
TRIP0013795,CUST00330,DRV4831,Milan,Porta Venezia,Brera,2024-05-22 02:32:00,completed,,20.7,15.0,3.75,11.25,0,1.0
TRIP0013796,CUST00330,DRV3446,Milan,Isola,Bicocca,2025-11-04 10:44:00,completed,6.93,42.9,14.43,3.61,10.82,0,1.0
TRIP0013797,CUST00330,DRV9958,Milan,Loreto,Brera,2024-04-14 21:03:00,completed,8.33,17.4,8.14,2.04,6.1,0,1.2
TRIP0013798,CUST00330,DRV7087,Milan,Porta Venezia,Bicocca,2023-12-22 19:34:00,completed,8.51,40.6,13.08,3.27,9.81,0,1.0
TRIP0013799,CUST00330,DRV2403,Milan,Bicocca,Lambrate,2025-09-26 20:39:00,completed,8.11,19.9,20.23,5.06,15.17,0,1.2
TRIP0013800,CUST00330,DRV3440,Milan,Loreto,Navigli,2025-10-03 12:32:00,completed,7.28,38.4,6.23,1.56,4.67,0,1.0
TRIP0013801,CUST00330,DRV8028,Milan,Porta Venezia,Città Studi,2024-03-08 11:53:00,completed,2.65,34.9,18.19,4.55,13.64,0,1.0
TRIP0013802,CUST00330,DRV4863,Milan,Porta Romana,Loreto,2024-01-07 18:55:00,completed,3.41,36.1,5.8,1.45,4.35,0,1.0
TRIP0013803,CUST00330,DRV3441,Milan,Porta Venezia,Loreto,2024-08-02 14:27:00,completed,5.95,36.8,13.13,3.28,9.85,1,1.0
TRIP0013804,CUST00330,DRV2374,Milan,Isola,Porta Venezia,2025-01-01 08:50:00,completed,5.69,17.8,12.25,3.06,9.19,0,1.0
TRIP0013805,CUST00330,DRV1854,Milan,Città Studi,Brera,2025-11-16 08:21:00,cancelled,12.94,28.3,3.058,0.76,2.3,0,1.0
TRIP0013806,CUST00330,DRV6529,Milan,Bicocca,Città Studi,2024-01-16 19:01:00,completed,11.97,20.5,7.2,1.8,5.4,0,1.0
TRIP0013807,CUST00330,DRV1214,Milan,Porta Romana,Città Studi,2023-11-22 07:02:00,cancelled,9.02,18.0,2.7600000000000002,0.69,2.07,0,1.2
TRIP0013808,CUST00330,DRV7652,Milan,Porta Venezia,Loreto,2025-09-10 06:49:00,completed,6.16,14.3,14.12,3.53,10.59,1,1.0
TRIP0013809,CUST00330,DRV8600,Milan,Brera,Lambrate,2024-01-18 17:01:00,completed,3.83,35.5,20.16,5.04,15.12,0,1.2
TRIP0013810,CUST00330,DRV5934,Milan,Porta Venezia,Centro Storico,2025-01-23 17:14:00,cancelled,7.73,20.3,2.8000000000000003,0.7,2.1,1,1.2
TRIP0013811,CUST00331,DRV3149,Milan,Centro Storico,Brera,2025-07-07 03:32:00,completed,10.32,12.1,16.41,4.1,12.31,0,1.0
TRIP0013812,CUST00331,DRV7715,Milan,Porta Romana,Bicocca,2025-04-27 20:19:00,completed,5.88,19.9,16.16,4.04,12.12,0,1.0
TRIP0013813,CUST00331,DRV6692,Milan,Città Studi,Navigli,2025-01-02 19:08:00,completed,4.29,38.5,5.52,1.38,4.14,0,1.0
TRIP0013814,CUST00331,DRV8133,Milan,Porta Venezia,Isola,2024-05-02 22:29:00,completed,5.73,11.3,17.39,4.35,13.04,0,1.0
TRIP0013815,CUST00331,DRV4981,Milan,Brera,Loreto,2024-09-06 09:53:00,completed,7.18,10.9,11.05,2.76,8.29,0,1.0
TRIP0013816,CUST00331,DRV4760,Milan,Porta Romana,Città Studi,2025-09-26 19:36:00,completed,5.19,32.9,16.68,4.17,12.51,0,1.5
TRIP0013817,CUST00331,DRV5173,Milan,Brera,Porta Venezia,2024-04-01 12:32:00,cancelled,1.85,13.3,3.5140000000000002,0.88,2.63,1,1.0
TRIP0013818,CUST00332,DRV2082,London,Greenwich,Westminster,2025-10-15 19:28:00,completed,7.38,17.9,9.07,2.27,6.8,1,1.0
TRIP0013819,CUST00332,DRV8919,London,Hammersmith,Shoreditch,2025-10-28 07:23:00,completed,,25.7,7.26,1.82,5.44,0,1.0
TRIP0013820,CUST00332,DRV2269,London,Camden,Shoreditch,2025-06-15 23:29:00,completed,9.98,15.6,23.13,5.78,17.35,0,1.0
TRIP0013821,CUST00332,DRV4151,London,Kensington,Westminster,2025-05-08 14:55:00,completed,4.72,10.9,15.52,3.88,11.64,0,1.0
TRIP0013822,CUST00332,DRV8475,London,Shoreditch,Hammersmith,2025-05-25 18:52:00,completed,12.15,29.1,12.45,3.11,9.34,1,1.0
TRIP0013823,CUST00332,DRV2855,London,Hackney,Richmond,2025-06-11 18:12:00,completed,9.9,14.9,13.08,3.27,9.81,0,1.2
TRIP0013824,CUST00332,DRV7294,London,Westminster,Shoreditch,2025-02-22 22:29:00,cancelled,4.02,25.6,2.684,0.67,2.01,0,1.2
TRIP0013825,CUST00332,DRV2502,London,Westminster,Canary Wharf,2025-07-15 08:28:00,completed,12.35,19.2,25.89,6.47,19.42,0,1.0
TRIP0013826,CUST00332,DRV6633,London,Shoreditch,Greenwich,2025-12-13 15:04:00,completed,4.74,24.8,10.8,2.7,8.1,0,1.0
TRIP0013827,CUST00332,DRV7002,London,Westminster,Hammersmith,2025-05-20 17:58:00,completed,4.65,11.3,18.96,4.74,14.22,0,1.0
TRIP0013828,CUST00332,DRV4757,London,Hammersmith,Camden,2025-07-23 17:00:00,completed,10.28,32.7,24.38,6.1,18.28,1,1.0
TRIP0013829,CUST00332,DRV2997,London,Canary Wharf,Brixton,2025-10-28 04:35:00,cancelled,4.03,26.4,2.1940000000000004,0.55,1.64,1,1.5
TRIP0013830,CUST00332,DRV6113,London,Westminster,Kensington,2025-01-28 13:12:00,completed,10.13,18.0,12.87,3.22,9.65,0,1.0
TRIP0013831,CUST00332,DRV4095,London,Brixton,Canary Wharf,2025-11-22 07:49:00,completed,7.99,37.6,13.94,3.48,10.46,1,1.0
TRIP0013832,CUST00332,DRV3125,London,Greenwich,Kensington,2025-02-24 18:46:00,completed,5.03,7.3,18.46,4.62,13.84,0,1.2
TRIP0013833,CUST00332,DRV9208,London,Camden,Greenwich,2025-03-13 10:23:00,completed,4.96,36.1,19.54,4.88,14.66,0,1.2
TRIP0013834,CUST00332,DRV8813,London,Camden,Hackney,2025-02-17 19:47:00,completed,1.68,6.9,15.15,3.79,11.36,1,1.0
TRIP0013835,CUST00332,DRV8270,London,Camden,Kensington,2025-10-15 20:24:00,completed,8.32,24.4,7.12,1.78,5.34,0,1.0
TRIP0013836,CUST00332,DRV8250,London,Richmond,Brixton,2025-12-05 07:15:00,completed,4.85,37.5,8.87,2.22,6.65,0,1.0
TRIP0013837,CUST00332,DRV7392,London,Shoreditch,Hammersmith,2025-11-05 09:03:00,completed,8.37,12.4,12.59,3.15,9.44,0,1.0
TRIP0013838,CUST00332,DRV9934,London,Hammersmith,Hackney,2025-05-02 18:42:00,completed,12.4,15.6,23.35,5.84,17.51,1,1.0
TRIP0013839,CUST00332,DRV9064,London,Kensington,Hammersmith,2025-03-08 18:04:00,cancelled,12.06,17.2,3.196,0.8,2.4,0,1.0
TRIP0013840,CUST00332,DRV4566,London,Shoreditch,Richmond,2025-11-20 20:06:00,completed,11.13,20.2,32.55,8.14,24.41,0,1.2
TRIP0013841,CUST00332,DRV9439,London,Camden,Hackney,2025-02-02 19:47:00,completed,5.37,14.9,33.27,8.32,24.95,0,1.2
TRIP0013842,CUST00332,DRV5777,London,Brixton,Westminster,2025-03-26 19:34:00,completed,1.64,8.0,9.35,2.34,7.01,1,1.5
TRIP0013843,CUST00332,DRV2921,London,Kensington,Shoreditch,2025-04-17 18:05:00,completed,2.96,12.0,23.6,5.9,17.7,0,1.0
TRIP0013844,CUST00332,DRV3997,London,Camden,Hammersmith,2025-03-21 03:55:00,cancelled,4.1,29.8,2.9640000000000004,0.74,2.22,0,1.0
TRIP0013845,CUST00332,DRV2548,London,Richmond,Shoreditch,2025-10-01 19:37:00,completed,12.09,14.5,10.96,2.74,8.22,0,1.0
TRIP0013846,CUST00332,DRV8670,London,Brixton,Kensington,2025-05-11 18:56:00,completed,5.57,10.7,8.6,2.15,6.45,0,1.2
TRIP0013847,CUST00332,DRV5068,London,Brixton,Kensington,2025-01-21 22:58:00,completed,9.26,22.2,24.11,6.03,18.08,1,1.2
TRIP0013848,CUST00332,DRV6254,London,Shoreditch,Camden,2025-04-16 05:09:00,completed,6.72,8.7,21.98,5.5,16.48,0,1.0
TRIP0013849,CUST00332,DRV3304,London,Brixton,Kensington,2025-10-27 09:12:00,completed,2.0,19.6,23.88,5.97,17.91,0,1.0
TRIP0013850,CUST00332,DRV4006,London,Kensington,Canary Wharf,2025-05-20 11:47:00,completed,6.0,23.4,16.39,4.1,12.29,0,1.0
TRIP0013851,CUST00332,DRV2799,London,Westminster,Richmond,2025-03-29 00:32:00,completed,4.62,,7.41,1.85,5.56,0,1.0
TRIP0013852,CUST00332,DRV9983,London,Brixton,Westminster,2025-01-11 19:53:00,completed,4.85,26.0,6.6,1.65,4.95,1,1.0
TRIP0013853,CUST00332,DRV1862,London,Richmond,Kensington,2025-10-24 19:46:00,completed,,32.8,9.4,2.35,7.05,0,1.0
TRIP0013854,CUST00332,DRV8558,London,Camden,Greenwich,2025-10-02 05:40:00,completed,7.78,30.6,24.2,6.05,18.15,0,1.2
TRIP0013855,CUST00332,DRV5006,London,Canary Wharf,Kensington,2025-03-22 08:25:00,completed,3.86,27.8,19.68,4.92,14.76,0,1.2
TRIP0013856,CUST00332,DRV4555,London,Camden,Westminster,2025-07-08 11:29:00,completed,6.17,35.7,22.51,5.63,16.88,0,1.0
TRIP0013857,CUST00332,DRV4576,London,Brixton,Camden,2025-09-18 22:20:00,completed,1.67,16.9,9.18,2.3,6.88,0,1.0
TRIP0013858,CUST00332,DRV8820,London,Canary Wharf,Hackney,2025-05-26 17:27:00,completed,12.49,44.1,40.73,10.18,30.55,0,1.5
TRIP0013859,CUST00332,DRV5714,London,Kensington,Camden,2025-10-29 17:22:00,completed,6.17,38.8,13.8,3.45,10.35,0,1.0
TRIP0013860,CUST00332,DRV2565,London,Westminster,Brixton,2025-12-08 22:26:00,completed,4.55,13.8,11.04,2.76,8.28,0,1.0
TRIP0013861,CUST00332,DRV7715,London,Kensington,Hackney,2025-08-14 07:20:00,completed,1.64,15.2,11.49,2.87,8.62,0,1.0
TRIP0013862,CUST00332,DRV1631,London,Greenwich,Hammersmith,2025-04-09 09:48:00,completed,1.47,,24.58,6.14,18.44,0,1.0
TRIP0013863,CUST00332,DRV6343,London,Richmond,Greenwich,2025-03-01 18:06:00,completed,,8.0,14.2,3.55,10.65,0,1.0
TRIP0013864,CUST00332,DRV7488,London,Canary Wharf,Westminster,2025-02-13 23:00:00,cancelled,3.56,25.8,4.5520000000000005,1.14,3.41,0,1.2
TRIP0013865,CUST00332,DRV7851,London,Kensington,Westminster,2025-04-05 11:37:00,cancelled,6.32,38.3,2.166,0.54,1.63,1,1.2
TRIP0013866,CUST00332,DRV3438,London,Shoreditch,Canary Wharf,2025-02-17 11:24:00,completed,6.65,39.0,16.53,4.13,12.4,0,1.0
TRIP0013867,CUST00332,DRV9900,London,Canary Wharf,Greenwich,2025-12-15 13:07:00,completed,2.32,5.5,6.46,1.62,4.84,1,1.0
TRIP0013868,CUST00332,DRV8647,London,Brixton,Richmond,2025-02-24 22:37:00,completed,1.87,,30.35,7.59,22.76,0,1.2
TRIP0013869,CUST00332,DRV3158,London,Hackney,Kensington,2025-08-13 18:59:00,completed,,6.3,24.48,6.12,18.36,0,1.0
TRIP0013870,CUST00332,DRV9220,London,Greenwich,Hammersmith,2025-04-12 09:45:00,completed,5.06,18.8,13.9,3.48,10.42,0,1.0
TRIP0013871,CUST00332,DRV1481,London,Westminster,Richmond,2025-06-09 06:58:00,cancelled,5.27,27.8,4.99,1.25,3.74,0,1.0
TRIP0013872,CUST00333,DRV6704,Milan,Isola,Bicocca,2025-10-04 11:23:00,completed,6.5,18.1,5.34,1.34,4.0,0,1.0
TRIP0013873,CUST00333,DRV4986,Milan,Porta Romana,Centro Storico,2024-05-26 09:49:00,completed,7.53,40.7,17.12,4.28,12.84,0,1.0
TRIP0013874,CUST00333,DRV3920,Milan,Lambrate,Centro Storico,2024-07-18 09:06:00,completed,7.55,31.8,17.64,4.41,13.23,0,1.0
TRIP0013875,CUST00333,DRV1827,Milan,Navigli,Centro Storico,2024-08-07 20:52:00,completed,1.65,,9.31,2.33,6.98,0,1.0
TRIP0013876,CUST00333,DRV5365,Milan,Brera,Porta Romana,2024-04-01 18:51:00,completed,8.25,32.8,20.56,5.14,15.42,0,1.2
TRIP0013877,CUST00333,DRV6810,Milan,Porta Romana,Lambrate,2025-09-07 00:06:00,cancelled,8.9,24.9,1.306,0.33,0.98,0,1.0
TRIP0013878,CUST00333,DRV2371,Milan,Bicocca,Navigli,2025-11-19 21:08:00,completed,8.58,39.8,15.57,3.89,11.68,0,1.0
TRIP0013879,CUST00333,DRV2695,Milan,Brera,Città Studi,2024-06-05 11:04:00,completed,9.53,18.4,21.14,5.28,15.86,0,1.2
TRIP0013880,CUST00333,DRV1004,Milan,Bicocca,Loreto,2024-01-31 04:56:00,cancelled,12.69,,1.806,0.45,1.36,0,1.0
TRIP0013881,CUST00333,DRV6628,Milan,Loreto,Bicocca,2025-12-04 08:36:00,completed,11.14,41.9,15.26,3.82,11.44,0,1.0
TRIP0013882,CUST00333,DRV7105,Milan,Città Studi,Porta Venezia,2024-02-06 12:51:00,cancelled,10.49,42.6,2.0180000000000002,0.5,1.52,1,1.0
TRIP0013883,CUST00333,DRV2538,Milan,Porta Romana,Città Studi,2025-08-24 23:25:00,completed,11.4,44.8,15.14,3.78,11.36,0,1.0
TRIP0013884,CUST00333,DRV9986,Milan,Isola,Centro Storico,2025-12-14 11:01:00,completed,3.58,41.9,8.11,2.03,6.08,0,1.0
TRIP0013885,CUST00333,DRV7428,Milan,Isola,Città Studi,2024-03-27 12:08:00,completed,6.36,13.8,6.14,1.54,4.6,0,1.0
TRIP0013886,CUST00333,DRV3558,Milan,Città Studi,Loreto,2023-12-29 06:37:00,completed,11.88,22.6,17.72,4.43,13.29,1,1.5
TRIP0013887,CUST00333,DRV9063,Milan,Porta Venezia,Isola,2024-03-16 00:16:00,completed,12.22,44.0,12.04,3.01,9.03,0,1.2
TRIP0013888,CUST00333,DRV6441,Milan,Porta Venezia,Isola,2024-01-03 07:38:00,completed,10.55,25.6,11.11,2.78,8.33,0,1.0
TRIP0013889,CUST00333,DRV5325,Milan,Navigli,Lambrate,2024-06-12 09:38:00,completed,11.4,39.2,17.94,4.49,13.45,1,1.0
TRIP0013890,CUST00333,DRV8255,Milan,Loreto,Bicocca,2025-10-24 21:37:00,cancelled,6.09,13.8,3.946,0.99,2.96,0,1.2
TRIP0013891,CUST00333,DRV1487,Milan,Porta Romana,Brera,2025-01-29 13:24:00,completed,6.62,20.7,10.62,2.66,7.96,1,1.2
TRIP0013892,CUST00333,DRV5734,Milan,Porta Venezia,Città Studi,2024-02-04 12:36:00,completed,5.83,17.7,11.69,2.92,8.77,0,1.0
TRIP0013893,CUST00333,DRV8610,Milan,Città Studi,Lambrate,2024-03-11 13:43:00,completed,5.14,41.3,12.56,3.14,9.42,0,1.0
TRIP0013894,CUST00333,DRV6702,Milan,Brera,Città Studi,2024-01-14 18:08:00,completed,1.55,40.3,7.45,1.86,5.59,0,1.0
TRIP0013895,CUST00333,DRV6506,Milan,Città Studi,Porta Romana,2024-02-09 10:48:00,cancelled,2.82,8.2,3.19,0.8,2.39,0,1.0
TRIP0013896,CUST00333,DRV9614,Milan,Brera,Porta Venezia,2024-10-17 18:28:00,completed,4.05,13.9,20.15,5.04,15.11,0,1.2
TRIP0013897,CUST00333,DRV5534,Milan,Lambrate,Porta Romana,2025-09-23 10:01:00,completed,5.87,24.0,11.41,2.85,8.56,0,1.0
TRIP0013898,CUST00333,DRV6649,Milan,Lambrate,Porta Venezia,2024-10-24 12:29:00,completed,12.3,8.5,15.49,3.87,11.62,1,1.5
TRIP0013899,CUST00333,DRV2035,Milan,Loreto,Bicocca,2025-10-08 17:59:00,completed,12.69,35.2,9.63,2.41,7.22,0,1.0
TRIP0013900,CUST00333,DRV3227,Milan,Città Studi,Porta Romana,2025-07-08 08:53:00,completed,11.07,18.0,8.76,2.19,6.57,0,1.0
TRIP0013901,CUST00333,DRV6220,Milan,Isola,Porta Romana,2025-10-03 13:12:00,completed,12.11,30.6,14.07,3.52,10.55,0,1.0
TRIP0013902,CUST00333,DRV2886,Milan,Bicocca,Lambrate,2023-12-26 11:05:00,cancelled,4.41,41.9,1.124,0.28,0.84,0,1.0
TRIP0013903,CUST00333,DRV9392,Milan,Porta Venezia,Isola,2024-04-26 06:57:00,completed,11.39,23.1,16.29,4.07,12.22,0,1.0
TRIP0013904,CUST00333,DRV7888,Milan,Brera,Porta Venezia,2025-10-14 17:09:00,completed,6.81,16.0,18.77,4.69,14.08,0,1.0
TRIP0013905,CUST00333,DRV1404,Milan,Bicocca,Lambrate,2025-09-17 17:11:00,completed,4.47,41.9,9.05,2.26,6.79,0,1.0
TRIP0013906,CUST00333,DRV6464,Milan,Città Studi,Porta Venezia,2024-11-29 22:00:00,completed,11.9,21.0,11.08,2.77,8.31,0,1.2
TRIP0013907,CUST00333,DRV2054,Milan,Loreto,Porta Romana,2025-11-27 17:09:00,completed,7.67,18.6,15.0,3.75,11.25,1,1.2
TRIP0013908,CUST00333,DRV7139,Milan,Porta Venezia,Isola,2025-07-30 08:25:00,cancelled,2.7,44.4,2.6980000000000004,0.67,2.03,0,1.0
TRIP0013909,CUST00333,DRV7094,Milan,Porta Romana,Loreto,2025-01-24 10:09:00,cancelled,5.04,23.1,3.0380000000000003,0.76,2.28,0,1.0
TRIP0013910,CUST00334,DRV9616,Barcelona,Nou Barris,Eixample,2024-07-13 18:10:00,completed,6.31,37.2,8.58,2.14,6.44,0,1.2
TRIP0013911,CUST00334,DRV8192,Barcelona,Horta,Gràcia,2024-08-18 18:51:00,completed,6.59,40.6,8.93,2.23,6.7,1,1.5
TRIP0013912,CUST00334,DRV4624,Barcelona,Horta,Nou Barris,2025-05-22 10:05:00,completed,4.2,28.5,14.76,3.69,11.07,1,1.0
TRIP0013913,CUST00334,DRV3132,Barcelona,Nou Barris,Gràcia,2024-10-21 01:01:00,completed,11.42,25.7,7.19,1.8,5.39,1,1.5
TRIP0013914,CUST00334,DRV6103,Barcelona,Eixample,Nou Barris,2025-03-14 16:31:00,completed,6.79,16.0,6.34,1.58,4.76,0,1.0
TRIP0013915,CUST00334,DRV4808,Barcelona,Ciutat Vella,Nou Barris,2023-06-24 18:37:00,completed,4.88,17.7,8.92,2.23,6.69,0,1.0
TRIP0013916,CUST00334,DRV1293,Barcelona,Horta,Sarrià,2025-09-25 16:41:00,completed,10.9,33.7,5.42,1.36,4.06,0,1.0
TRIP0013917,CUST00334,DRV1344,Barcelona,Sants,Gràcia,2023-07-04 22:39:00,completed,10.64,15.1,7.2,1.8,5.4,0,1.2
TRIP0013918,CUST00334,DRV3607,Barcelona,Sarrià,Sant Martí,2024-11-16 15:35:00,cancelled,8.44,31.2,2.466,0.62,1.85,1,1.2
TRIP0013919,CUST00334,DRV3306,Barcelona,Sant Martí,Poblenou,2024-04-10 13:55:00,completed,3.22,12.0,6.6,1.65,4.95,0,1.0
TRIP0013920,CUST00334,DRV7178,Barcelona,Eixample,Nou Barris,2023-11-26 21:59:00,completed,4.76,38.6,9.93,2.48,7.45,0,1.0
TRIP0013921,CUST00334,DRV9165,Barcelona,Ciutat Vella,Eixample,2024-05-20 22:29:00,completed,12.29,32.9,11.62,2.9,8.72,0,1.2
TRIP0013922,CUST00334,DRV3945,Barcelona,Sant Martí,Horta,2024-03-16 19:03:00,cancelled,1.52,35.3,0.954,0.24,0.71,0,1.0
TRIP0013923,CUST00334,DRV9329,Barcelona,Horta,Sants,2024-05-18 06:30:00,completed,1.68,42.9,16.29,4.07,12.22,0,1.0
TRIP0013924,CUST00334,DRV1870,Barcelona,Gràcia,Les Corts,2023-08-25 20:37:00,completed,9.04,12.6,7.98,2.0,5.98,0,1.2
TRIP0013925,CUST00334,DRV8236,Barcelona,Nou Barris,Les Corts,2025-04-21 11:09:00,completed,12.39,21.7,13.25,3.31,9.94,0,1.0
TRIP0013926,CUST00334,DRV7104,Barcelona,Ciutat Vella,Nou Barris,2024-01-25 16:23:00,completed,7.84,11.0,15.72,3.93,11.79,0,1.0
TRIP0013927,CUST00334,DRV8793,Barcelona,Les Corts,Sant Martí,2025-09-30 08:37:00,completed,5.05,27.8,13.31,3.33,9.98,0,1.0
TRIP0013928,CUST00334,DRV1011,Barcelona,Sant Martí,Poblenou,2024-02-19 08:47:00,completed,9.65,40.3,8.27,2.07,6.2,0,1.2
TRIP0013929,CUST00334,DRV3952,Barcelona,Sarrià,Ciutat Vella,2024-11-06 15:48:00,cancelled,4.5,33.8,3.1420000000000003,0.79,2.35,1,1.0
TRIP0013930,CUST00334,DRV9649,Barcelona,Horta,Gràcia,2024-11-08 21:38:00,completed,12.42,31.2,9.27,2.32,6.95,0,1.0
TRIP0013931,CUST00334,DRV1106,Barcelona,Les Corts,Ciutat Vella,2023-09-27 12:26:00,completed,9.85,29.0,9.7,2.42,7.28,0,1.0
TRIP0013932,CUST00334,DRV9343,Barcelona,Sarrià,Sant Martí,2024-06-11 10:27:00,completed,6.28,22.1,6.15,1.54,4.61,0,1.0
TRIP0013933,CUST00334,DRV3405,Barcelona,Nou Barris,Horta,2023-11-01 04:30:00,completed,,21.9,4.65,1.16,3.49,0,1.0
TRIP0013934,CUST00334,DRV8553,Barcelona,Ciutat Vella,Sarrià,2024-11-07 08:06:00,completed,5.54,43.1,10.48,2.62,7.86,0,1.0
TRIP0013935,CUST00334,DRV1708,Barcelona,Horta,Nou Barris,2024-10-16 10:59:00,completed,10.8,23.2,16.79,4.2,12.59,0,1.0
TRIP0013936,CUST00334,DRV9027,Barcelona,Ciutat Vella,Nou Barris,2024-02-15 17:34:00,completed,11.4,9.6,8.36,2.09,6.27,0,1.0
TRIP0013937,CUST00334,DRV9600,Barcelona,Nou Barris,Ciutat Vella,2024-10-26 12:20:00,cancelled,2.13,42.2,3.3560000000000003,0.84,2.52,0,1.0
TRIP0013938,CUST00334,DRV5857,Barcelona,Les Corts,Ciutat Vella,2024-06-29 12:44:00,completed,9.36,37.4,9.0,2.25,6.75,0,1.0
TRIP0013939,CUST00334,DRV3026,Barcelona,Nou Barris,Sarrià,2023-09-23 09:18:00,completed,2.01,24.4,18.5,4.62,13.88,0,1.2
TRIP0013940,CUST00334,DRV8784,Barcelona,Sarrià,Sant Martí,2025-02-20 21:04:00,cancelled,1.24,35.5,3.9060000000000006,0.98,2.93,0,1.2
TRIP0013941,CUST00334,DRV7232,Barcelona,Ciutat Vella,Les Corts,2024-08-10 10:36:00,completed,10.81,31.1,11.02,2.76,8.26,0,1.0
