age,gender,cancelled_trips,days_since_last_trip,churned,signup_channel,income_level,total_cancelled_trips,net_platform_revenue,avg_duration_min,promo_used_avg,total_promo_cost,avg_discount_value,avg_driver_burden,driver_borne_total,driver_burden_ratio,promo_used_rate,promo_dependency,revenue_quartile,promo_intensity_q,signup_month,last_trip_month,is_inactive_20d,is_inactive_30d,recency_bucket,is_high_value,high_value_and_inactive,low_engagement_and_recent,usage_intensity_score
18,Female,2,17,0,Organic,medium,6,180.24,24.194339622641508,0.0566037735849056,12.13,7.869999999999999,1.8049999999999995,3.609999999999999,0.2293519695044472,0.0377358490566037,0,Q4,Low,2024-10,2025-12,0,0,Mid-Inactive,1,0,0,0.5625
41,Female,1,5,1,Organic,low,8,101.17,28.79285714285714,0.238095238095238,98.48,17.505714285714284,3.62,25.34,0.2046519140688095,0.1666666666666666,1,Q2,High,2023-03,2025-11,0,0,Recent,0,0,1,0.5432692307692307
35,Female,1,13,0,Partnership,high,8,246.55,25.45483870967742,0.1935483870967742,99.05,14.302,4.429,44.29,0.308985628575415,0.1612903225806451,1,Q4,High,2025-04,2025-12,0,0,Mid-Recent,1,0,1,0.3162393162393162
42,Male,0,11,0,Ads,medium,0,13.37,22.68,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2025-03,2025-10,0,0,Mid-Recent,0,0,1,0.13514957264957264
65,Male,3,36,0,Partnership,medium,5,139.8,25.202439024390245,0.1463414634146341,31.54,13.846666666666666,3.333333333333333,10.0,0.2407318247472316,0.073170731707317,0,Q3,Mid-Low,2023-09,2025-12,1,1,Inactive,0,0,0,0.49038461538461536
48,Female,2,11,0,Organic,medium,4,130.02,23.17,0.2,17.6,9.875,1.5299999999999998,3.06,0.1481122942884801,0.05,0,Q3,Low,2025-03,2025-12,0,0,Mid-Recent,0,0,1,0.2708333333333333
65,Other,0,10,0,Organic,high,5,181.66,25.1093023255814,0.1162790697674418,65.81,17.112000000000002,4.138,20.69,0.2391907514450866,0.1162790697674418,1,Q4,Mid-High,2023-12,2025-11,0,0,Mid-Recent,1,0,1,0.3322649572649573
30,Female,4,49,0,Ads,medium,4,76.49,21.636,0.08,7.13,6.76,0.0,0.0,0.0,0.04,0,Q1,Low,2023-06,2025-12,1,1,Inactive,0,0,0,0.234508547008547
38,Male,3,6,0,Organic,low,4,133.02,25.98913043478261,0.1956521739130435,49.98,12.41,2.414,12.07,0.1945205479452054,0.108695652173913,1,Q3,Mid-High,2023-10,2025-10,0,0,Recent,0,0,1,0.4423076923076923
18,Male,3,3,0,Ads,medium,5,190.54,26.69333333333333,0.1166666666666666,9.76,13.97,4.210000000000001,4.210000000000001,0.3013600572655691,0.0166666666666666,0,Q4,Low,2023-04,2025-11,0,0,Recent,1,0,1,0.4813034188034188
28,Female,5,6,1,Organic,medium,5,169.4,22.303703703703704,0.1111111111111111,32.74,15.64,0.0,0.0,0.0,0.037037037037037,0,Q4,Low,2024-11,2025-12,0,0,Recent,1,0,1,0.40010683760683763
59,Male,8,7,0,Ads,medium,11,136.79,27.16981132075472,0.2452830188679245,89.17,21.75,4.09,20.45,0.1865535486225141,0.0943396226415094,1,Q3,Mid-High,2023-01,2025-12,0,0,Recent,0,0,1,0.48611111111111105
53,Other,5,12,0,Partnership,medium,7,182.94,25.603076923076923,0.1846153846153846,66.23,12.286666666666669,1.325,7.949999999999999,0.1071717444055001,0.0923076923076923,1,Q4,Mid-High,2024-03,2025-12,0,0,Mid-Recent,1,0,1,0.38461538461538464
40,Other,4,25,0,Organic,low,2,92.65,22.45151515151515,0.1818181818181818,61.5,16.64,1.2649999999999992,5.059999999999997,0.0760216346153845,0.1212121212121212,1,Q2,High,2025-04,2025-12,1,0,Mid-Inactive,0,0,0,0.38675213675213677
53,Female,5,0,0,Ads,low,4,113.66,28.25238095238095,0.119047619047619,34.29,9.14,2.282,11.409999999999998,0.249671772428884,0.119047619047619,1,Q2,High,2024-01,2025-12,0,0,Recent,0,0,1,0.5502136752136753
38,Other,4,6,0,Organic,medium,5,87.77,26.02,0.1333333333333333,10.34,11.75,1.41,1.41,0.12,0.0333333333333333,0,Q1,Low,2024-09,2025-12,0,0,Recent,0,0,1,0.44337606837606836
27,Female,0,85,1,Organic,medium,7,67.03,23.76153846153846,0.1923076923076923,26.270000000000003,8.09,1.64,6.56,0.1998172403289673,0.1538461538461538,1,Q1,High,2024-06,2025-11,1,1,Inactive,0,0,0,0.4471153846153846
67,Other,7,20,0,Ads,high,11,284.03000000000003,26.37972972972973,0.1621621621621621,142.66,19.0,3.3744444444444444,30.37,0.1755186961798532,0.1216216216216216,1,Q4,High,2023-03,2025-11,1,0,Mid-Inactive,1,1,0,0.3883547008547009
67,Other,2,7,0,Organic,medium,2,94.02,26.659259259259255,0.1111111111111111,15.21,22.0,6.789999999999999,6.789999999999999,0.3086363636363636,0.037037037037037,0,Q2,Low,2024-03,2025-12,0,0,Recent,0,0,1,0.3819444444444444
42,Male,2,30,0,Ads,medium,2,61.36,22.104545454545452,0.0454545454545454,15.96,20.0,4.039999999999999,4.039999999999999,0.2019999999999999,0.0454545454545454,0,Q1,Low,2023-03,2025-11,1,1,Inactive,0,0,0,0.4091880341880342
59,Female,0,20,0,Referral,low,2,121.95,23.543478260869566,0.1739130434782608,70.95,17.808,3.618,18.09,0.2031671159029649,0.108695652173913,1,Q3,Mid-High,2024-05,2025-11,1,0,Mid-Inactive,0,0,0,0.5117521367521367
29,Male,2,58,0,Referral,medium,5,108.86,25.982857142857146,0.1428571428571428,38.6,13.56,3.91,15.64,0.2883480825958702,0.1142857142857142,1,Q2,Mid-High,2024-05,2025-10,1,1,Inactive,0,0,0,0.5550213675213675
20,Other,0,1,0,Partnership,high,18,297.92,26.76,0.16,100.06,16.0,3.62375,28.99,0.2246416117783804,0.1066666666666666,1,Q4,Mid-High,2023-02,2025-12,0,0,Recent,1,0,1,0.3648504273504274
32,Other,2,4,0,Referral,medium,4,75.28,22.285714285714285,0.1785714285714285,15.72,11.88,4.02,8.04,0.3383838383838384,0.0714285714285714,0,Q1,Mid-Low,2024-09,2025-11,0,0,Recent,0,0,1,0.4278846153846154
23,Female,9,1,0,Organic,low,7,138.56,26.838983050847457,0.2033898305084746,80.15,14.67,4.75875,38.07,0.3220267298257486,0.135593220338983,1,Q3,High,2025-09,2025-12,0,0,Recent,0,0,1,0.3450854700854701
57,Female,0,2,0,Referral,high,7,231.7,23.847272727272724,0.0909090909090909,27.77,13.265,0.1050000000000004,0.2100000000000008,0.0075053609721229,0.0363636363636363,0,Q4,Low,2025-02,2025-11,0,0,Recent,1,0,1,0.5779914529914529
51,Male,11,11,0,Ads,medium,15,250.34,24.519540229885056,0.1494252873563218,54.99,11.325,2.16,12.96,0.190728476821192,0.0689655172413793,0,Q4,Mid-Low,2025-03,2025-12,0,0,Mid-Recent,1,0,1,0.7286324786324787
51,Other,5,50,1,Ads,medium,3,172.4,25.446,0.08,45.96,13.175,1.705,6.82,0.1292156119742326,0.08,0,Q4,Mid-Low,2025-02,2025-12,1,1,Inactive,1,1,0,0.4732905982905983
67,Other,2,64,0,Partnership,high,4,98.71,23.8625,0.125,20.56,9.08,2.26,6.78,0.2479882955376737,0.125,1,Q2,High,2024-04,2025-12,1,1,Inactive,0,0,0,0.2857905982905983
68,Male,3,22,0,Organic,medium,6,107.99,27.96176470588236,0.1764705882352941,34.84,12.9675,4.2575,17.03,0.3283208020050125,0.1176470588235294,1,Q2,High,2023-04,2025-11,1,0,Mid-Inactive,0,0,0,0.39797008547008544
46,Female,3,8,0,Organic,medium,3,76.56,24.952,0.2,44.06,15.496666666666668,0.8433333333333337,2.530000000000001,0.0543034986048508,0.12,1,Q1,High,2024-02,2025-10,0,0,Mid-Recent,0,0,1,0.49839743589743585
64,Female,0,39,0,Ads,low,2,76.41,22.18888888888889,0.1481481481481481,19.33,10.985,1.3200000000000005,2.640000000000001,0.1201638598088302,0.074074074074074,0,Q1,Mid-Low,2024-04,2025-10,1,1,Inactive,0,0,0,0.4097222222222222
41,Female,0,11,0,Partnership,medium,4,113.61,24.41351351351351,0.054054054054054,12.69,12.28,0.0,0.0,0.0,0.027027027027027,0,Q2,Low,2024-02,2025-11,0,0,Mid-Recent,0,0,1,0.4316239316239316
36,Other,1,0,0,Ads,high,4,155.65,24.887179487179488,0.1282051282051282,36.2,12.579999999999998,0.8399999999999997,2.519999999999999,0.0650826446280991,0.0769230769230769,0,Q3,Mid-Low,2023-10,2025-12,0,0,Recent,0,0,1,0.49572649572649574
32,Male,10,18,0,Referral,medium,9,154.85,26.164406779661014,0.1016949152542373,24.62,10.836666666666666,2.6300000000000003,7.890000000000001,0.242694555521378,0.0508474576271186,0,Q3,Low,2024-05,2025-11,0,0,Mid-Inactive,0,0,0,0.46314102564102566
53,Other,1,10,0,Referral,medium,1,27.59,24.818181818181817,0.2727272727272727,25.08,11.406666666666666,3.0466666666666677,9.140000000000002,0.2670952659263589,0.2727272727272727,1,Q1,High,2024-01,2025-12,0,0,Mid-Recent,0,0,1,0.32745726495726496
27,Male,3,2,1,Organic,medium,6,144.25,21.318867924528305,0.1132075471698113,7.02,4.76,1.2499999999999998,2.5,0.2626050420168067,0.0377358490566037,0,Q3,Low,2024-08,2025-12,0,0,Recent,0,0,1,0.47916666666666663
37,Male,9,119,1,Ads,medium,6,182.56,24.34576271186441,0.1186440677966101,9.52,14.78,5.26,5.26,0.3558863328822733,0.0169491525423728,0,Q4,Low,2024-02,2025-11,1,1,Inactive,1,1,0,0.5603632478632479
68,Female,0,8,0,Partnership,medium,2,27.86,20.65,0.2,17.94,21.0,3.0599999999999987,3.0599999999999987,0.1457142857142856,0.1,1,Q1,Mid-High,2023-12,2025-11,0,0,Mid-Recent,0,0,1,0.3787393162393162
20,Other,0,22,0,Referral,medium,4,71.77,29.01111111111111,0.1481481481481481,27.67,11.493333333333332,2.27,6.809999999999999,0.197505800464037,0.1111111111111111,1,Q1,Mid-High,2024-05,2025-11,1,0,Mid-Inactive,0,0,0,0.4861111111111111
45,Female,7,26,1,Ads,medium,8,176.89,25.423214285714288,0.1071428571428571,35.8,13.795,4.8950000000000005,19.58,0.3535572408811846,0.0714285714285714,0,Q4,Mid-Low,2024-03,2025-12,1,0,Mid-Inactive,1,1,0,0.6239316239316239
21,Female,5,4,0,Organic,low,12,150.95,26.632758620689657,0.1379310344827586,81.92,14.22125,4.08625,32.69,0.285228165081581,0.1379310344827586,1,Q3,High,2024-05,2025-12,0,0,Recent,0,0,1,0.6810897435897436
62,Male,2,21,0,Referral,medium,6,84.83,27.25625,0.15625,47.2,14.5025,2.705,10.82,0.1864874181316787,0.125,1,Q1,High,2023-09,2025-12,1,0,Mid-Inactive,0,0,0,0.41720085470085466
54,Other,3,17,0,Ads,medium,6,82.23,28.4625,0.125,30.16,11.323333333333332,1.2700000000000002,3.810000000000001,0.1121577862820135,0.09375,1,Q1,Mid-High,2023-02,2025-12,0,0,Mid-Inactive,0,0,0,0.2158119658119658
27,Male,0,19,0,Referral,low,3,76.48,24.857692307692307,0.0769230769230769,11.92,12.28,0.3599999999999994,0.3599999999999994,0.029315960912052,0.0384615384615384,0,Q1,Low,2025-02,2025-12,0,0,Mid-Inactive,0,0,0,0.5096153846153846
53,Female,0,15,0,Referral,high,8,282.97,25.42876712328767,0.1232876712328767,91.34,17.266666666666666,2.4716666666666667,14.83,0.1396816426485824,0.0821917808219178,0,Q4,Mid-Low,2024-05,2025-11,0,0,Mid-Inactive,1,0,0,0.46741452991453
67,Other,2,20,1,Ads,low,6,120.55,25.44186046511628,0.1395348837209302,49.2,19.06,6.76,27.04,0.3546694648478488,0.0930232558139534,1,Q2,Mid-High,2024-11,2025-12,1,0,Mid-Inactive,0,0,0,0.360042735042735
49,Female,3,22,0,Ads,medium,4,233.44,25.144927536231883,0.1884057971014492,85.53,14.48,0.8050000000000002,4.830000000000001,0.0534528552456839,0.0869565217391304,0,Q4,Mid-Low,2023-01,2025-12,1,0,Mid-Inactive,1,1,0,0.7142094017094016
67,Female,6,17,1,Referral,medium,5,139.77,24.816326530612244,0.0612244897959183,16.84,10.0,1.58,3.16,0.158,0.0408163265306122,0,Q3,Low,2023-10,2025-12,0,0,Mid-Inactive,0,0,0,0.44818376068376065
45,Female,2,11,0,Ads,low,2,70.09,21.911538461538463,0.1923076923076923,68.48,24.195,7.075,28.3,0.2924157883860301,0.1538461538461538,1,Q1,High,2024-06,2025-12,0,0,Mid-Recent,0,0,1,0.1971153846153846
59,Male,3,60,0,Ads,medium,4,130.82,26.424444444444443,0.2222222222222222,31.72,9.116,2.772,13.86,0.3040807371654234,0.1111111111111111,1,Q3,Mid-High,2024-11,2025-12,1,1,Inactive,0,0,0,0.47275641025641024
57,Male,2,1,0,Referral,low,5,113.02,26.902380952380955,0.119047619047619,56.58,15.94,2.1325,8.53,0.1310090615880817,0.0952380952380952,1,Q2,Mid-High,2023-08,2025-12,0,0,Recent,0,0,1,0.5571581196581197
27,Other,1,23,0,Referral,medium,6,112.78,24.09285714285714,0.119047619047619,45.09,12.57,1.3325,5.33,0.1057120190400634,0.0952380952380952,1,Q2,Mid-High,2023-07,2025-12,1,0,Mid-Inactive,0,0,0,0.3141025641025641
27,Female,0,47,0,Organic,medium,7,48.63,26.09523809523809,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2023-04,2025-12,1,1,Inactive,0,0,0,0.48130341880341876
48,Male,1,12,0,Ads,low,2,51.58,30.700000000000003,0.1111111111111111,13.08,13.24,0.1600000000000001,0.1600000000000001,0.0120845921450151,0.0555555555555555,0,Q1,Low,2025-10,2025-12,0,0,Mid-Recent,0,0,1,0.21848290598290598
51,Female,1,14,0,Ads,medium,2,104.75,25.23333333333333,0.1111111111111111,14.68,16.0,1.3200000000000005,1.3200000000000005,0.0825,0.0277777777777777,0,Q2,Low,2024-03,2025-11,0,0,Mid-Recent,0,0,1,0.2676282051282051
60,Other,2,9,0,Organic,medium,6,90.83,29.076470588235296,0.1176470588235294,33.9,21.5,4.550000000000001,9.1,0.2116279069767442,0.0588235294117647,0,Q2,Mid-Low,2023-04,2025-09,0,0,Mid-Recent,0,0,1,0.41880341880341876
30,Other,1,1,0,Referral,medium,6,135.88,22.133333333333336,0.1875,82.82000000000001,14.728571428571428,2.992857142857143,20.95,0.2018887925219234,0.1458333333333333,1,Q3,High,2025-04,2025-12,0,0,Recent,0,0,1,0.30502136752136755
22,Female,6,18,0,Organic,high,8,154.1,25.200000000000003,0.0476190476190476,25.99,13.23,0.3599999999999999,0.7199999999999998,0.0269561961812055,0.0476190476190476,0,Q3,Low,2023-05,2025-12,0,0,Mid-Inactive,0,0,0,0.3210470085470085
59,Female,3,52,0,Partnership,medium,7,73.41,24.993548387096773,0.1612903225806451,34.56,18.64,2.3349999999999995,4.669999999999999,0.1190415498343104,0.064516129032258,0,Q1,Mid-Low,2024-08,2025-12,1,1,Inactive,0,0,0,0.2601495726495726
56,Other,0,3,0,Ads,low,4,93.64,24.77894736842105,0.1578947368421052,18.35,7.746666666666667,1.6499999999999997,4.949999999999999,0.2124463519313304,0.0789473684210526,0,Q2,Mid-Low,2025-04,2025-12,0,0,Recent,0,0,1,0.5400641025641025
53,Other,5,1,0,Referral,low,3,118.16,28.42325581395349,0.1627906976744186,39.33,15.08,5.2475000000000005,20.99,0.3479774535809019,0.0930232558139534,1,Q2,Mid-High,2024-09,2025-12,0,0,Recent,0,0,1,0.4642094017094017
39,Female,9,33,1,Ads,medium,10,161.25,27.601666666666667,0.1166666666666666,65.34,14.638,2.06,10.3,0.1361713379164463,0.0833333333333333,0,Q3,Mid-Low,2023-05,2025-12,1,1,Inactive,0,0,0,0.6063034188034189
40,Other,5,60,0,Ads,medium,10,124.23,26.03191489361702,0.1276595744680851,44.71,10.928,1.986,9.93,0.1817349926793557,0.1063829787234042,1,Q3,Mid-High,2023-06,2025-11,1,1,Inactive,0,0,0,0.4674145299145299
42,Male,1,66,1,Ads,medium,2,19.0,21.33,0.3,21.98,12.66,1.6700000000000006,3.340000000000001,0.1319115323854661,0.2,1,Q1,High,2023-09,2025-11,1,1,Inactive,0,0,0,0.26068376068376065
60,Male,2,22,0,Partnership,low,6,66.82000000000001,23.633333333333333,0.1,57.67,22.33333333333333,3.11,9.33,0.1392537313432836,0.1,1,Q1,Mid-High,2023-07,2025-11,1,0,Mid-Inactive,0,0,0,0.547542735042735
54,Male,3,51,0,Organic,medium,3,127.78,24.390243902439025,0.2195121951219512,35.879999999999995,12.423333333333332,0.8866666666666667,2.66,0.0690192008303061,0.073170731707317,0,Q3,Mid-Low,2023-04,2025-10,1,1,Inactive,0,0,0,0.49038461538461536
26,Male,4,38,0,Ads,medium,7,73.99,20.75769230769231,0.1153846153846153,19.51,12.96,3.205,6.41,0.2472993827160494,0.0769230769230769,0,Q1,Mid-Low,2023-10,2025-12,1,1,Inactive,0,0,0,0.23878205128205127
26,Female,5,17,0,Ads,medium,3,99.83,25.603125,0.21875,76.55,20.1875,1.5799999999999996,6.319999999999999,0.0762640279956558,0.125,1,Q2,High,2024-09,2025-11,0,0,Mid-Inactive,0,0,0,0.41720085470085466
52,Other,3,69,0,Ads,medium,4,106.33,25.772972972972973,0.081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0,Q2,Low,2025-06,2025-12,1,1,Inactive,0,0,0,0.5219017094017093
66,Female,2,21,0,Partnership,high,11,305.45,25.076623376623377,0.1688311688311688,94.46,17.447142857142858,4.17,29.19,0.2360695511524464,0.0909090909090909,1,Q4,Mid-High,2023-01,2025-12,1,0,Mid-Inactive,1,1,0,0.6233974358974359
27,Male,6,16,0,Ads,medium,5,116.35,24.44883720930233,0.2325581395348837,53.54,20.593333333333334,3.5966666666666662,10.79,0.1677288978703559,0.0697674418604651,0,Q2,Mid-Low,2025-05,2025-12,0,0,Mid-Inactive,0,0,0,0.2419871794871795
57,Female,0,12,0,Ads,medium,7,71.73,26.09230769230769,0.0769230769230769,30.58,21.0,5.709999999999999,11.419999999999998,0.2719047619047618,0.0769230769230769,0,Q1,Mid-Low,2023-04,2025-11,0,0,Mid-Recent,0,0,1,0.19017094017094016
40,Male,0,11,0,Ads,high,6,198.72,22.31914893617021,0.1276595744680851,13.96,7.35,2.6966666666666668,8.09,0.3668934240362811,0.0638297872340425,0,Q4,Mid-Low,2023-01,2025-11,0,0,Mid-Recent,1,0,1,0.5229700854700854
29,Female,1,40,0,Partnership,medium,1,85.7,23.21923076923077,0.0769230769230769,19.35,10.0,0.4950000000000001,0.9900000000000002,0.0486725663716814,0.0769230769230769,0,Q1,Mid-Low,2024-04,2025-11,1,1,Inactive,0,0,0,0.17628205128205127
32,Male,9,17,0,Referral,medium,7,223.79,25.75857142857143,0.1285714285714285,37.18,9.4925,0.2799999999999996,1.1199999999999983,0.0292428198433419,0.0571428571428571,0,Q4,Low,2024-10,2025-12,0,0,Mid-Inactive,1,0,0,0.5865384615384616
65,Other,1,0,0,Ads,medium,12,220.64,25.88082191780822,0.2054794520547945,144.12,13.35,1.5691666666666666,18.83,0.1155569193003989,0.1643835616438356,1,Q4,High,2025-01,2025-12,0,0,Recent,1,0,1,0.6757478632478633
57,Female,4,40,0,Partnership,low,2,87.12,22.28787878787879,0.1515151515151515,99.58,20.4,1.452,7.26,0.0679520778734556,0.1515151515151515,1,Q1,High,2023-01,2025-10,1,1,Inactive,0,0,0,0.22702991452991453
67,Male,1,2,0,Organic,low,3,106.8,26.433333333333337,0.1025641025641025,14.11,14.78,0.6699999999999999,0.6699999999999999,0.0453315290933694,0.0256410256410256,0,Q2,Low,2024-01,2025-11,0,0,Recent,0,0,1,0.3568376068376068
56,Other,4,25,0,Referral,medium,2,81.62,22.876,0.2,31.01,11.8825,4.13,16.52,0.3475699558173785,0.16,1,Q1,High,2025-08,2025-12,1,0,Mid-Inactive,0,0,0,0.17895299145299143
33,Other,2,17,0,Referral,high,1,159.46,25.1030303030303,0.1212121212121212,19.26,25.0,5.739999999999998,5.739999999999998,0.2295999999999999,0.0303030303030303,0,Q3,Low,2023-05,2025-09,0,0,Mid-Inactive,0,0,0,0.4075854700854701
30,Female,5,14,0,Partnership,high,12,291.92,23.80540540540541,0.0945945945945946,37.79,9.58,0.5225,2.09,0.0524072216649949,0.054054054054054,0,Q4,Low,2023-11,2025-12,0,0,Mid-Recent,1,0,1,0.5202991452991453
28,Female,2,4,0,Referral,low,7,135.64,26.54339622641509,0.0943396226415094,42.37,13.365,2.7725,11.09,0.2074448185559297,0.0754716981132075,0,Q3,Mid-Low,2024-01,2025-12,0,0,Recent,0,0,1,0.4722222222222222
23,Other,2,10,0,Ads,low,6,159.01,25.369090909090907,0.1272727272727272,34.29,15.586666666666666,4.156666666666666,12.47,0.2666809238665526,0.0545454545454545,0,Q3,Low,2024-04,2025-12,0,0,Mid-Recent,0,0,1,0.5710470085470085
38,Female,1,35,0,Ads,low,3,123.93,24.417777777777776,0.1777777777777777,33.54,15.746666666666668,4.566666666666666,13.7,0.290008467400508,0.0666666666666666,0,Q3,Mid-Low,2023-10,2025-12,1,1,Inactive,0,0,0,0.5283119658119657
47,Male,0,7,0,Organic,medium,4,195.56,25.655172413793103,0.0689655172413793,40.76,12.63,2.44,9.76,0.1931908155186065,0.0689655172413793,0,Q4,Mid-Low,2024-08,2025-12,0,0,Recent,1,0,1,0.5908119658119658
23,Male,9,6,1,Organic,high,9,212.51,25.885185185185183,0.1296296296296296,66.22,17.4,4.472,22.36,0.2524271844660194,0.0925925925925925,1,Q4,Mid-High,2024-02,2025-12,0,0,Recent,1,0,1,0.5112179487179487
64,Other,2,84,1,Partnership,low,2,88.23,27.26875,0.125,1.79,3.49,1.7000000000000002,1.7000000000000002,0.4871060171919771,0.03125,0,Q1,Low,2024-10,2025-11,1,1,Inactive,0,0,0,0.47970085470085466
39,Other,1,28,0,Ads,medium,4,91.95,26.866666666666667,0.1481481481481481,44.88,17.333333333333332,3.0266666666666677,9.080000000000002,0.1682727946627131,0.1111111111111111,1,Q2,Mid-High,2024-10,2025-12,1,0,Inactive,0,0,0,0.45138888888888884
44,Female,9,1,0,Partnership,high,3,272.87,26.443548387096776,0.1774193548387097,52.27,15.648,5.194,25.97,0.3319274028629856,0.0806451612903225,0,Q4,Mid-Low,2024-08,2025-12,0,0,Recent,1,0,1,0.4134615384615385
25,Male,3,17,0,Referral,medium,11,171.44,24.960377358490568,0.1886792452830188,85.87,15.97,3.778571428571428,26.45,0.2354878917378917,0.1320754716981132,1,Q4,High,2023-10,2025-11,0,0,Mid-Inactive,1,0,0,0.4375
49,Female,0,3,1,Partnership,low,5,67.4,27.78846153846154,0.1538461538461538,32.12,14.426666666666668,3.72,11.16,0.2578558225508318,0.1153846153846153,1,Q1,Mid-High,2025-04,2025-12,0,0,Recent,0,0,1,0.5512820512820513
60,Female,8,104,0,Partnership,medium,10,134.07,25.597959183673467,0.1632653061224489,51.81,13.412,3.05,15.25,0.2274082910826125,0.1020408163265306,1,Q3,Mid-High,2023-06,2025-11,1,1,Inactive,0,0,0,0.6426282051282052
56,Male,2,9,0,Organic,medium,5,87.33,21.641935483870967,0.1935483870967742,47.06,20.426666666666662,4.7700000000000005,14.31,0.2331758188039758,0.0967741935483871,1,Q1,Mid-High,2025-06,2025-12,0,0,Mid-Recent,0,0,1,0.3365384615384615
27,Male,1,14,0,Referral,medium,10,257.81,24.34210526315789,0.1842105263157894,90.53,14.065,2.8775000000000004,23.020000000000003,0.2027300748568912,0.1052631578947368,1,Q4,Mid-High,2024-02,2025-12,0,0,Mid-Recent,1,0,1,0.6607905982905983
56,Female,0,9,0,Referral,medium,9,100.98,27.325641025641023,0.1794871794871795,70.08,14.498333333333337,2.818333333333333,16.909999999999997,0.1943901597884814,0.1538461538461538,1,Q2,High,2023-10,2025-12,0,0,Mid-Recent,0,0,1,0.5096153846153846
29,Male,1,26,1,Ads,low,4,83.52,23.692857142857143,0.1428571428571428,20.9,13.53,3.08,6.159999999999999,0.2276422764227642,0.0714285714285714,0,Q1,Mid-Low,2023-02,2025-11,1,0,Mid-Inactive,0,0,0,0.37927350427350426
41,Male,3,3,0,Organic,medium,4,107.77,23.08974358974359,0.1794871794871795,46.14,12.76,1.2374999999999998,4.949999999999999,0.096887844979448,0.1025641025641025,1,Q2,Mid-High,2025-10,2025-12,0,0,Recent,0,0,1,0.329059829059829
22,Female,5,15,0,Organic,low,10,143.05,23.34444444444444,0.1296296296296296,55.07,13.56,2.5460000000000003,12.73,0.1877581120943953,0.0925925925925925,1,Q3,Mid-High,2025-08,2025-12,0,0,Mid-Inactive,0,0,0,0.30982905982905984
62,Female,2,0,1,Partnership,high,3,103.72,26.120833333333334,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,Q2,Low,2025-04,2025-12,0,0,Recent,0,0,1,0.16773504273504272
57,Male,1,14,0,Referral,medium,5,166.82999999999998,25.441304347826087,0.108695652173913,17.29,15.5,6.855,13.71,0.442258064516129,0.0434782608695652,0,Q4,Low,2023-01,2025-12,0,0,Mid-Recent,1,0,1,0.5325854700854701
68,Other,1,49,0,Partnership,medium,3,23.22,27.38181818181818,0.0909090909090909,22.28,21.0,0.0,0.0,0.0,0.0909090909090909,1,Q1,Mid-High,2023-12,2025-11,1,1,Inactive,0,0,0,0.19551282051282054
54,Other,7,18,0,Ads,medium,13,105.95,24.752272727272725,0.0909090909090909,43.2,20.64,0.0,0.0,0.0,0.0454545454545454,0,Q2,Low,2025-03,2025-12,0,0,Mid-Inactive,0,0,0,0.5657051282051282
49,Male,4,53,0,Organic,low,4,95.19,22.608823529411765,0.1470588235294117,39.44,12.115,2.415,9.66,0.1967413441955193,0.1176470588235294,1,Q2,High,2023-05,2025-11,1,1,Inactive,0,0,0,0.30074786324786323
19,Female,3,4,0,Ads,high,11,306.25,24.87894736842105,0.1842105263157894,145.81,14.561818181818182,1.588181818181818,17.47,0.1069941205291523,0.1447368421052631,1,Q4,High,2023-05,2025-11,0,0,Recent,1,0,1,0.48023504273504275
39,Female,6,21,0,Referral,high,9,383.4,25.62,0.1666666666666666,128.32999999999998,14.242,1.598,15.98,0.1107338368789411,0.1111111111111111,1,Q4,Mid-High,2024-05,2025-12,1,0,Mid-Inactive,1,1,0,0.6442307692307692
34,Male,1,16,0,Organic,medium,9,168.52,27.32241379310345,0.0517241379310344,14.1,14.0,0.0,0.0,0.0,0.0172413793103448,0,Q4,Low,2025-07,2025-12,0,0,Mid-Inactive,1,0,0,0.5769230769230769
61,Female,0,23,1,Partnership,high,16,298.42,25.66933333333333,0.1333333333333333,76.25,17.154,2.0200000000000005,10.1,0.1169658367110596,0.0666666666666666,0,Q4,Mid-Low,2025-05,2025-12,1,0,Mid-Inactive,1,1,0,0.7398504273504274
39,Female,5,0,0,Partnership,medium,3,148.35,25.580487804878047,0.1951219512195122,63.28,12.891666666666666,2.345,14.070000000000002,0.1819004524886878,0.1463414634146341,1,Q3,High,2025-06,2025-12,0,0,Recent,0,0,1,0.27510683760683763
48,Male,7,25,1,Organic,medium,8,258.17,23.29113924050633,0.1772151898734177,73.28999999999999,12.83,2.4371428571428564,17.059999999999995,0.1888212506917542,0.0886075949367088,1,Q4,Mid-High,2024-07,2025-12,1,0,Mid-Inactive,1,1,0,0.45833333333333337
51,Female,3,7,0,Referral,high,0,149.75,24.836666666666662,0.2,45.1,17.32,6.045,24.18,0.3490184757505774,0.1333333333333333,1,Q3,High,2025-03,2025-12,0,0,Recent,0,0,1,0.24893162393162394
68,Female,2,5,0,Ads,medium,3,125.82,26.65652173913044,0.1521739130434782,25.41,12.726666666666668,4.306666666666666,12.919999999999998,0.3370727889381685,0.0652173913043478,0,Q3,Mid-Low,2024-05,2025-12,0,0,Recent,0,0,1,0.5186965811965811
