age,gender,cancelled_trips,days_since_last_trip,churned,signup_channel,income_level,payment_method,device_type,total_cancelled_trips,net_platform_revenue,avg_duration_min,promo_used_avg,total_promo_cost,avg_discount_value,avg_driver_burden,driver_borne_total,driver_burden_ratio,promo_used_rate,promo_dependency,revenue_quartile,promo_intensity_q,signup_month,last_trip_month,is_inactive_20d,is_inactive_30d,recency_bucket,is_high_value,high_value_and_inactive,low_engagement_and_recent,usage_intensity_score,segment
49,Other,4,10,0,Organic,high,Cash,iOS,10,322.57,27.04025974025974,0.1558441558441558,90.56,13.213333333333331,3.1511111111111108,1.2999999999999998,0.0141519703897234,0.1168831168831168,1,Q4,High,2025-10,2025-12,0,0,Mid-Recent,1,0,1,0.41506410256410264,1
37,Female,0,10,0,Referral,low,Debit Card,Android,3,62.11,24.707692307692305,0.1538461538461538,38.14,14.06,1.3466666666666665,3.8299999999999983,0.0912556588039075,0.1153846153846153,1,Q1,Mid-High,2024-04,2025-10,0,0,Mid-Recent,0,0,1,0.25961538461538464,4
48,Female,1,24,0,Organic,low,Debit Card,Android,1,30.04,26.32307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2023-02,2025-10,1,0,Mid-Inactive,0,0,0,0.14155982905982906,2
64,Female,5,14,0,Ads,medium,Digital Wallet,Web,8,154.65,25.95740740740741,0.1296296296296296,28.2,18.5,4.4,4.6,0.1402439024390244,0.037037037037037,0,Q3,Low,2023-05,2025-12,0,0,Mid-Recent,0,0,1,0.5389957264957265,2
24,Female,2,11,0,Partnership,medium,Credit Card,Android,5,78.78,26.582758620689653,0.1034482758620689,11.17,12.28,1.1099999999999994,6.119999999999999,0.3539618276460381,0.0344827586206896,0,Q1,Low,2024-08,2025-12,0,0,Mid-Recent,0,0,1,0.5224358974358975,2
33,Male,6,27,0,Referral,low,Digital Wallet,Android,3,136.81,22.85283018867925,0.1132075471698113,35.75,13.52,1.6033333333333333,0.0400000000000009,0.001117630623079,0.0566037735849056,0,Q3,Low,2025-10,2025-12,1,0,Mid-Inactive,0,0,0,0.2777777777777778,0
44,Male,1,0,1,Organic,medium,Digital Wallet,iOS,7,97.52,23.836842105263155,0.1052631578947368,48.14,14.05,2.015,1.5399999999999991,0.0309983896940418,0.1052631578947368,1,Q2,Mid-High,2024-05,2025-12,0,0,Recent,0,0,1,0.44978632478632474,4
49,Other,0,59,0,Partnership,medium,Digital Wallet,Android,4,152.22,25.272916666666664,0.2083333333333333,58.8,10.493333333333334,0.6933333333333334,0.98,0.0163934426229508,0.125,1,Q3,High,2024-10,2025-12,1,1,Inactive,0,0,0,0.561965811965812,0
23,Female,4,6,0,Ads,high,Debit Card,Web,3,241.2,25.833962264150944,0.1132075471698113,23.87,20.5,8.565,0.0,0.0,0.0377358490566037,0,Q4,Low,2025-04,2025-12,0,0,Recent,1,0,1,0.45833333333333337,1
21,Male,2,20,0,Partnership,medium,Cash,Android,4,130.92,24.661363636363635,0.1136363636363636,32.31,13.44,2.67,0.1800000000000001,0.0055401662049861,0.0681818181818181,0,Q3,Mid-Low,2025-06,2025-12,1,0,Mid-Inactive,0,0,0,0.38514957264957267,0
18,Male,3,2,0,Ads,medium,Digital Wallet,Web,10,122.92,23.73695652173913,0.1521739130434782,21.02,8.073333333333332,1.0666666666666669,0.1699999999999999,0.0080226521944313,0.0652173913043478,0,Q3,Mid-Low,2023-06,2025-11,0,0,Recent,0,0,1,0.6089743589743589,2
66,Female,5,2,0,Referral,medium,Cash,iOS,8,126.13,22.51860465116279,0.0930232558139534,34.2,17.14,0.04,5.589999999999999,0.1404875596883638,0.0465116279069767,0,Q3,Low,2023-01,2025-12,0,0,Recent,0,0,1,0.44337606837606836,2
53,Male,3,14,0,Organic,medium,Credit Card,Android,2,56.3,24.6,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-11,2025-12,0,0,Mid-Recent,0,0,1,0.35470085470085466,2
46,Other,6,20,1,Referral,medium,Debit Card,iOS,4,99.93,26.97058823529412,0.088235294117647,12.9,17.0,4.1,0.9200000000000004,0.0665701881331404,0.0294117647058823,0,Q2,Low,2023-09,2025-11,1,0,Mid-Inactive,0,0,0,0.18963675213675213,2
41,Female,1,5,0,Ads,low,Debit Card,Web,5,84.02,24.55454545454545,0.1212121212121212,13.52,16.0,2.4800000000000004,6.34,0.3192346424974824,0.0303030303030303,0,Q1,Low,2025-08,2025-12,0,0,Recent,0,0,1,0.22702991452991453,2
43,Other,3,7,0,Referral,medium,Credit Card,iOS,3,53.43,23.395,0.2,49.44,18.41333333333333,1.9333333333333345,0.0,0.0,0.15,1,Q1,High,2023-02,2025-10,0,0,Recent,0,0,1,0.4561965811965812,4
48,Other,4,2,0,Ads,medium,Debit Card,Android,3,90.55,28.954545454545453,0.2121212121212121,82.56,18.312,1.7999999999999994,2.9,0.033934004212497,0.1515151515151515,1,Q2,High,2024-11,2025-11,0,0,Recent,0,0,1,0.28952991452991456,4
38,Male,3,43,0,Organic,medium,Digital Wallet,Web,4,62.38,22.51904761904762,0.0952380952380952,11.7,6.23,0.3799999999999996,9.16,0.439117929050815,0.0952380952380952,1,Q1,Mid-High,2024-03,2025-12,1,1,Inactive,0,0,0,0.14102564102564102,0
52,Female,0,22,0,Partnership,medium,Credit Card,Android,5,100.58,25.875,0.1666666666666666,48.7,13.8025,1.6274999999999995,0.75,0.0151668351870576,0.1111111111111111,1,Q2,Mid-High,2024-07,2025-12,1,0,Mid-Inactive,0,0,0,0.3370726495726496,4
61,Male,3,15,0,Organic,medium,Credit Card,Web,2,101.37,24.53529411764706,0.1470588235294117,31.48,11.83,3.959999999999999,0.0,0.0,0.1176470588235294,1,Q2,High,2025-08,2025-12,0,0,Mid-Inactive,0,0,0,0.48130341880341876,4
34,Other,2,11,0,Referral,low,Cash,iOS,3,59.97,26.595454545454547,0.3181818181818182,37.09,12.26,-0.1033333333333335,2.2300000000000004,0.0567141403865717,0.1363636363636363,1,Q1,High,2023-09,2025-10,0,0,Mid-Recent,0,0,1,0.4161324786324786,4
58,Other,2,1,0,Ads,medium,Debit Card,iOS,4,109.03,22.539473684210527,0.1578947368421052,12.11,12.0,-0.1099999999999994,0.2300000000000004,0.0186385737439222,0.0263157894736842,0,Q2,Low,2023-04,2025-11,0,0,Recent,0,0,1,0.30395299145299143,2
62,Male,1,8,0,Referral,medium,Cash,Android,16,108.19,26.006122448979596,0.2040816326530612,92.25,12.351111111111113,2.101111111111111,5.869999999999999,0.0598247044435385,0.1836734693877551,1,Q2,High,2025-08,2025-12,0,0,Mid-Recent,0,0,1,0.5801282051282052,4
27,Female,0,35,0,Partnership,low,Cash,Web,5,95.77,26.31578947368421,0.2105263157894736,44.8,13.96,2.76,0.3699999999999992,0.008191277396502,0.1052631578947368,1,Q2,Mid-High,2025-10,2025-12,1,1,Inactive,0,0,0,0.2831196581196581,0
63,Male,6,23,0,Organic,high,Cash,Web,5,178.05,26.935714285714283,0.119047619047619,61.040000000000006,20.56,5.3,0.1199999999999992,0.0019620667102681,0.0952380952380952,1,Q4,Mid-High,2023-03,2025-11,1,0,Mid-Inactive,1,1,0,0.4738247863247863,3
38,Male,8,23,0,Organic,low,Digital Wallet,Web,3,140.43,25.4078431372549,0.1372549019607843,22.58,6.82,2.304,1.209999999999999,0.0508617065994114,0.0980392156862745,1,Q3,Mid-High,2024-05,2025-12,1,0,Mid-Inactive,0,0,0,0.4706196581196581,0
57,Female,2,1,1,Ads,medium,Digital Wallet,Web,2,72.78,29.607692307692307,0.1153846153846153,20.71,18.38,8.025,3.21,0.1341973244147157,0.0769230769230769,0,Q1,Mid-Low,2024-05,2025-12,0,0,Recent,0,0,1,0.34294871794871795,2
32,Female,1,16,0,Ads,medium,Cash,Android,6,152.6,25.75625,0.1458333333333333,18.97,12.28,2.794999999999999,0.1099999999999994,0.0057651991614255,0.0416666666666666,0,Q3,Low,2024-11,2025-12,0,0,Mid-Inactive,0,0,0,0.3327991452991453,2
40,Other,3,9,0,Organic,low,Credit Card,Web,3,70.6,26.34444444444444,0.1481481481481481,17.91,12.28,3.3249999999999997,2.4800000000000004,0.1216282491417361,0.074074074074074,0,Q1,Mid-Low,2025-06,2025-12,0,0,Mid-Recent,0,0,1,0.3611111111111111,2
42,Female,4,57,1,Ads,medium,Digital Wallet,iOS,4,50.38,26.11818181818182,0.2272727272727272,29.58,18.5,3.71,0.0,0.0,0.0909090909090909,1,Q1,Mid-High,2023-12,2025-12,1,1,Inactive,0,0,0,0.2702991452991453,0
63,Male,3,21,0,Partnership,medium,Digital Wallet,Web,4,121.19,23.973684210526315,0.1578947368421052,6.93,8.0,1.0700000000000005,1.92,0.2169491525423728,0.0263157894736842,0,Q2,Low,2024-08,2025-11,1,0,Mid-Inactive,0,0,0,0.2761752136752137,2
31,Male,4,27,0,Organic,low,Debit Card,iOS,3,107.06,27.828205128205127,0.1538461538461538,56.23,19.33333333333333,0.5900000000000004,1.7799999999999994,0.0306843647646957,0.0769230769230769,0,Q2,Mid-Low,2024-10,2025-12,1,0,Mid-Inactive,0,0,0,0.5096153846153846,0
65,Other,1,9,0,Ads,medium,Credit Card,Web,5,83.96,22.580645161290324,0.1612903225806451,44.5,13.3,2.175,2.7,0.0572033898305084,0.1290322580645161,1,Q1,High,2023-08,2025-11,0,0,Mid-Recent,0,0,1,0.3504273504273504,4
32,Other,1,13,0,Referral,medium,Credit Card,Android,3,33.78,26.857142857142858,0.2142857142857142,26.04,15.0,1.9799999999999995,0.0,0.0,0.1428571428571428,1,Q1,High,2025-01,2025-12,0,0,Mid-Recent,0,0,1,0.2152777777777778,4
63,Female,8,15,1,Ads,medium,Credit Card,Web,7,133.17,25.6625,0.1041666666666666,24.28,13.503333333333332,5.41,0.0,0.0,0.0625,0,Q3,Mid-Low,2023-08,2025-12,0,0,Mid-Inactive,0,0,0,0.3675213675213675,2
44,Other,2,46,1,Partnership,medium,Debit Card,Android,5,155.76,23.25625,0.2083333333333333,74.1,17.798000000000002,2.978,3.26,0.0421406411582213,0.1041666666666666,1,Q3,Mid-High,2025-02,2025-12,1,1,Inactive,0,0,0,0.33974358974358976,0
36,Other,6,7,0,Referral,medium,Debit Card,Web,6,109.78,26.345,0.2,49.150000000000006,18.48,6.1925,0.0,0.0,0.1,1,Q2,Mid-High,2023-06,2025-12,0,0,Recent,0,0,1,0.5694444444444444,4
29,Female,3,81,1,Referral,high,Cash,Android,5,251.57,21.71904761904762,0.1587301587301587,82.08,15.78,4.054285714285714,3.390000000000001,0.0396630396630396,0.1111111111111111,1,Q4,Mid-High,2024-01,2025-12,1,1,Inactive,1,1,0,0.6469017094017094,3
65,Female,0,43,0,Referral,medium,Digital Wallet,Web,1,122.98,24.46764705882353,0.2058823529411764,14.56,13.24,-1.3200000000000005,4.899999999999999,0.251798561151079,0.0294117647058823,0,Q3,Low,2024-08,2025-12,1,1,Inactive,0,0,0,0.46047008547008544,0
24,Female,1,15,0,Partnership,medium,Cash,iOS,3,136.65,26.60652173913044,0.108695652173913,62.0,14.96,-0.5400000000000009,0.9600000000000004,0.0152477763659466,0.0869565217391304,0,Q3,Mid-Low,2025-07,2025-12,0,0,Mid-Inactive,0,0,0,0.296474358974359,2
47,Female,2,1,0,Referral,medium,Digital Wallet,iOS,4,113.31,23.321052631578947,0.131578947368421,55.48,13.39,2.294,0.0,0.0,0.131578947368421,1,Q2,High,2023-05,2025-11,0,0,Recent,0,0,1,0.5886752136752137,4
59,Female,5,12,0,Referral,low,Digital Wallet,Android,1,108.01,25.45263157894737,0.131578947368421,20.15,10.853333333333332,4.136666666666667,0.0,0.0,0.0789473684210526,0,Q2,Mid-Low,2025-05,2025-12,0,0,Mid-Recent,0,0,1,0.3108974358974359,2
61,Male,3,2,0,Partnership,medium,Cash,Web,5,106.03,26.471052631578942,0.1578947368421052,40.1,16.25,6.225,1.4499999999999995,0.0348977135980746,0.1052631578947368,1,Q2,Mid-High,2023-01,2025-11,0,0,Recent,0,0,1,0.32478632478632474,4
23,Female,1,1,0,Ads,medium,Debit Card,Android,13,181.61,24.039344262295085,0.2295081967213114,128.31,16.183,3.3520000000000003,1.0,0.0077333539556105,0.1639344262295081,1,Q4,High,2025-01,2025-12,0,0,Recent,1,0,1,0.5411324786324787,1
33,Male,0,115,1,Partnership,medium,Debit Card,Android,10,152.32999999999998,24.026315789473685,0.1052631578947368,46.84,10.986,1.618,6.46,0.1212007504690431,0.087719298245614,1,Q3,Mid-High,2024-12,2025-12,1,1,Inactive,0,0,0,0.3782051282051282,0
39,Female,4,1,1,Organic,medium,Digital Wallet,Web,5,98.22,24.705882352941178,0.1764705882352941,27.130000000000003,11.98,2.936666666666666,3.210000000000001,0.1058009228740936,0.088235294117647,1,Q2,Mid-High,2024-02,2025-12,0,0,Recent,0,0,1,0.46047008547008544,4
21,Other,5,21,0,Partnership,medium,Digital Wallet,iOS,5,122.33,24.82857142857143,0.1666666666666666,32.81,15.346666666666666,4.409999999999999,4.45,0.1194310252281266,0.0714285714285714,0,Q3,Mid-Low,2024-06,2025-12,1,0,Mid-Inactive,0,0,0,0.45993589743589747,0
61,Other,0,47,0,Referral,low,Digital Wallet,Android,1,24.7,23.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-02,2025-10,1,1,Inactive,0,0,0,0.32158119658119655,0
32,Male,3,11,0,Partnership,medium,Debit Card,Android,10,107.74,21.54523809523809,0.1666666666666666,19.79,16.5,6.605,0.0,0.0,0.0476190476190476,0,Q2,Low,2023-07,2025-12,0,0,Mid-Recent,0,0,1,0.4738247863247863,2
41,Female,0,6,0,Ads,medium,Debit Card,Web,4,73.98,26.307407407407407,0.2222222222222222,36.2,17.333333333333332,5.266666666666667,3.799999999999999,0.0949999999999999,0.1111111111111111,1,Q1,Mid-High,2023-11,2025-11,0,0,Recent,0,0,1,0.4097222222222222,4
68,Male,0,5,0,Organic,medium,Credit Card,Web,1,21.68,19.842857142857145,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-03,2025-09,0,0,Recent,0,0,1,0.37286324786324787,2
21,Other,1,17,0,Ads,high,Debit Card,Android,7,206.64,21.80185185185185,0.2222222222222222,78.89,15.753333333333332,2.6049999999999995,0.0,0.0,0.1111111111111111,1,Q4,Mid-High,2024-12,2025-12,0,0,Mid-Inactive,1,0,0,0.5528846153846153,1
46,Male,0,14,0,Partnership,medium,Credit Card,Web,8,105.33,28.292105263157893,0.1578947368421052,21.66,6.9875,1.5725000000000002,1.7400000000000002,0.0743589743589743,0.1052631578947368,1,Q2,Mid-High,2023-12,2025-12,0,0,Mid-Recent,0,0,1,0.3803418803418803,4
21,Female,2,11,0,Partnership,low,Cash,Web,5,82.57,27.65,0.1666666666666666,42.59,14.6875,4.04,3.719999999999999,0.0803282228460375,0.1111111111111111,1,Q1,Mid-High,2023-05,2025-12,0,0,Mid-Recent,0,0,1,0.469017094017094,4
53,Female,12,68,0,Referral,high,Cash,Android,9,326.62,25.89036144578313,0.1927710843373494,128.84,12.653076923076924,2.7423076923076923,4.34,0.0325874755969364,0.1566265060240964,1,Q4,High,2023-05,2025-12,1,1,Inactive,1,1,0,0.6698717948717949,3
65,Male,1,40,1,Referral,high,Cash,Android,5,173.14,23.93777777777778,0.1555555555555555,57.4,23.33333333333333,4.2,1.4499999999999993,0.0246389124893797,0.0666666666666666,0,Q4,Mid-Low,2024-06,2025-12,1,1,Inactive,1,1,0,0.48664529914529914,3
52,Male,6,22,1,Partnership,high,Credit Card,Android,10,355.0,27.883529411764705,0.2,77.67,15.285714285714286,4.19,1.1799999999999995,0.0149651236525047,0.0823529411764705,0,Q4,Mid-Low,2024-10,2025-12,1,0,Mid-Inactive,1,1,0,0.671474358974359,3
29,Male,0,16,0,Organic,low,Cash,Android,4,137.19,23.56153846153846,0.2115384615384615,50.33,11.3,2.911666666666666,0.9600000000000009,0.0187170988496783,0.1153846153846153,1,Q3,Mid-High,2024-12,2025-12,0,0,Mid-Inactive,0,0,0,0.34294871794871795,4
42,Male,4,25,0,Organic,low,Credit Card,iOS,10,136.57,25.69272727272727,0.1454545454545454,62.540000000000006,15.344,2.836,9.65,0.1336750242415847,0.0909090909090909,1,Q3,Mid-High,2024-01,2025-12,1,0,Mid-Inactive,0,0,0,0.3141025641025641,4
43,Other,0,0,0,Ads,medium,Credit Card,iOS,4,73.73,27.406896551724135,0.1724137931034483,60.41,15.0,-0.1025,5.199999999999999,0.0792562109434537,0.1379310344827586,1,Q1,High,2024-02,2025-12,0,0,Recent,0,0,1,0.23771367521367523,4
47,Other,2,7,0,Partnership,medium,Debit Card,iOS,7,116.21,24.85454545454545,0.1818181818181818,47.5,10.708333333333334,2.7916666666666665,3.88,0.0755157648890618,0.1363636363636363,1,Q2,High,2025-01,2025-12,0,0,Recent,0,0,1,0.3990384615384615,4
40,Male,0,2,0,Ads,low,Credit Card,iOS,4,67.3,27.71538461538461,0.2307692307692307,73.03,20.945,2.6875,5.16,0.0659930937460033,0.1538461538461538,1,Q1,High,2023-07,2025-09,0,0,Recent,0,0,1,0.5373931623931625,4
57,Male,1,0,0,Ads,low,Credit Card,iOS,4,123.3,24.83636363636364,0.1590909090909091,39.68000000000001,17.76,4.533333333333332,3.4399999999999995,0.0797773654916511,0.0681818181818181,0,Q3,Mid-Low,2024-11,2025-12,0,0,Recent,0,0,1,0.3782051282051282,2
20,Female,5,10,0,Ads,medium,Credit Card,Android,7,111.46,22.23095238095238,0.1428571428571428,41.57,14.2675,3.875,2.1999999999999997,0.0502627370344985,0.0952380952380952,1,Q2,Mid-High,2024-12,2025-12,0,0,Mid-Recent,0,0,1,0.36271367521367526,4
32,Other,2,32,0,Referral,low,Debit Card,Web,2,88.92,26.589655172413792,0.1724137931034483,39.31,11.2525,1.4249999999999998,2.8999999999999986,0.0687040985548447,0.1379310344827586,1,Q1,High,2025-07,2025-12,1,1,Inactive,0,0,0,0.3835470085470085,0
32,Other,6,20,0,Organic,medium,Debit Card,Android,9,76.52,25.175757575757576,0.2424242424242424,48.59,10.5,2.401666666666667,3.4399999999999995,0.0661157024793388,0.1818181818181818,1,Q1,High,2023-09,2025-11,1,0,Mid-Inactive,0,0,0,0.27564102564102566,4
60,Other,7,23,0,Partnership,medium,Digital Wallet,Android,8,180.08,24.745,0.15,84.29,16.924285714285713,4.882857142857143,12.010000000000002,0.1247144340602284,0.1166666666666666,1,Q4,High,2025-05,2025-12,1,0,Mid-Inactive,1,1,0,0.5021367521367521,3
53,Other,2,20,0,Partnership,high,Cash,iOS,2,172.93,23.7027027027027,0.1621621621621621,47.07,13.9325,2.165,4.59,0.0888501742160278,0.1081081081081081,1,Q4,Mid-High,2023-04,2025-12,1,0,Mid-Inactive,1,1,0,0.6121794871794871,3
59,Other,0,4,0,Organic,medium,Cash,Android,4,36.19,27.264705882352946,0.1764705882352941,10.66,7.8,2.47,7.18,0.4024663677130045,0.1176470588235294,1,Q1,High,2024-12,2025-11,0,0,Recent,0,0,1,0.20726495726495728,2
37,Female,7,41,0,Partnership,medium,Debit Card,iOS,6,200.67,24.708474576271183,0.135593220338983,48.17,11.655,3.6266666666666665,6.0,0.1107624146206387,0.1016949152542373,1,Q4,Mid-High,2024-05,2025-11,1,1,Inactive,1,1,0,0.33119658119658124,3
63,Male,4,13,0,Referral,medium,Cash,Android,6,87.6,27.53235294117647,0.1470588235294117,25.77,17.14,4.255000000000001,2.66,0.0935631375307773,0.0588235294117647,0,Q1,Mid-Low,2025-02,2025-12,0,0,Mid-Recent,0,0,1,0.47435897435897434,2
51,Male,1,17,1,Ads,medium,Digital Wallet,iOS,7,106.73,24.943589743589744,0.1282051282051282,36.75,14.333333333333334,2.083333333333333,0.4499999999999993,0.0120967741935483,0.0769230769230769,0,Q2,Mid-Low,2024-02,2025-12,0,0,Mid-Inactive,0,0,0,0.5860042735042734,2
59,Male,0,3,0,Organic,medium,Credit Card,Web,10,164.08,27.21964285714285,0.125,54.7,13.454,2.514,8.34,0.1322969543147208,0.0892857142857142,1,Q3,Mid-High,2025-04,2025-12,0,0,Recent,0,0,1,0.43643162393162394,4
21,Female,2,40,0,Referral,medium,Credit Card,iOS,5,123.19,29.46410256410256,0.0769230769230769,42.21,19.96,-1.1450000000000005,0.8899999999999997,0.0206496519721577,0.0512820512820512,0,Q3,Low,2024-09,2025-12,1,1,Inactive,0,0,0,0.4193376068376068,0
64,Other,4,15,0,Partnership,medium,Debit Card,Android,5,104.09,24.602631578947367,0.1578947368421052,74.24,15.712,0.8640000000000001,1.6700000000000017,0.0219997365301014,0.131578947368421,1,Q2,High,2024-02,2025-12,0,0,Mid-Inactive,0,0,0,0.33867521367521364,4
18,Male,6,31,0,Referral,medium,Cash,iOS,11,130.31,23.137254901960784,0.0784313725490196,35.09,14.253333333333332,2.556666666666667,1.4699999999999989,0.0402078774617067,0.0588235294117647,0,Q3,Mid-Low,2023-08,2025-10,1,1,Inactive,0,0,0,0.4983974358974359,0
63,Male,0,6,1,Ads,medium,Digital Wallet,Android,8,89.62,26.87777777777778,0.1111111111111111,24.06,9.92,1.9,2.42,0.0913897280966767,0.0833333333333333,0,Q1,Mid-Low,2024-07,2025-11,0,0,Recent,0,0,1,0.35096153846153844,2
47,Other,4,5,0,Organic,low,Digital Wallet,Android,8,79.71,25.5,0.0857142857142857,21.69,14.14,3.294999999999999,5.68,0.2075264888564121,0.0571428571428571,0,Q1,Low,2023-07,2025-12,0,0,Recent,0,0,1,0.4091880341880342,2
49,Female,2,4,0,Partnership,medium,Digital Wallet,iOS,2,71.12,21.28333333333333,0.0833333333333333,8.02,9.0,0.9800000000000004,0.5599999999999987,0.0652680652680651,0.0416666666666666,0,Q1,Low,2023-05,2025-12,0,0,Recent,0,0,1,0.24412393162393162,2
38,Female,5,0,0,Ads,medium,Debit Card,iOS,5,112.88,26.705,0.075,21.85,15.64,4.715,3.3599999999999994,0.1332804442681475,0.05,0,Q2,Low,2025-11,2025-12,0,0,Recent,0,0,1,0.20138888888888887,2
53,Other,7,10,0,Organic,medium,Debit Card,iOS,4,120.85,24.67619047619048,0.119047619047619,52.32,12.664,2.2,2.51,0.0457778588364034,0.119047619047619,1,Q2,High,2023-02,2025-12,0,0,Mid-Recent,0,0,1,0.4668803418803419,4
32,Female,9,10,0,Partnership,medium,Digital Wallet,Android,10,137.55,24.249019607843135,0.1372549019607843,45.42,17.919999999999998,2.7800000000000007,0.0,0.0,0.0588235294117647,0,Q3,Mid-Low,2023-10,2025-12,0,0,Mid-Recent,0,0,1,0.4428418803418803,2
64,Other,4,19,0,Partnership,low,Debit Card,Web,3,99.9,25.21212121212121,0.1212121212121212,50.09,14.64,2.1174999999999997,13.83,0.2163642052565707,0.1212121212121212,1,Q2,High,2025-07,2025-12,0,0,Mid-Inactive,0,0,0,0.4075854700854701,4
28,Male,3,2,0,Ads,medium,Credit Card,Web,2,72.19,27.181818181818183,0.0454545454545454,2.43,3.18,0.75,0.9699999999999988,0.2852941176470586,0.0454545454545454,0,Q1,Low,2024-12,2025-11,0,0,Recent,0,0,1,0.3327991452991453,2
22,Other,8,1,0,Referral,high,Cash,iOS,9,286.67,23.768,0.16,94.55,17.53,1.7716666666666665,2.5700000000000003,0.0264621087314662,0.08,0,Q4,Mid-Low,2024-03,2025-12,0,0,Recent,1,0,1,0.6148504273504274,1
22,Other,7,35,1,Referral,medium,Debit Card,Web,4,251.08,24.01184210526316,0.131578947368421,76.73,13.421428571428573,2.4600000000000004,0.0,0.0,0.0921052631578947,1,Q4,Mid-High,2023-08,2025-11,1,1,Inactive,1,1,0,0.6052350427350428,3
41,Male,4,1,0,Partnership,low,Credit Card,iOS,6,133.47,24.358823529411765,0.1568627450980392,45.83,10.151666666666667,2.513333333333333,1.39,0.0294366793731469,0.1176470588235294,1,Q3,High,2023-08,2025-12,0,0,Recent,0,0,1,0.3317307692307693,4
53,Female,6,16,0,Referral,medium,Digital Wallet,Web,9,98.4,25.03333333333333,0.0256410256410256,14.91,18.0,3.09,5.43,0.2669616519174041,0.0256410256410256,0,Q2,Low,2025-10,2025-12,0,0,Mid-Inactive,0,0,0,0.3221153846153846,2
19,Other,3,12,0,Ads,medium,Credit Card,iOS,6,158.33,27.17222222222222,0.0925925925925925,15.74,16.0,0.2599999999999998,4.01,0.2030379746835443,0.0185185185185185,0,Q3,Low,2025-04,2025-11,0,0,Mid-Recent,0,0,1,0.3237179487179487,2
27,Male,9,59,0,Organic,medium,Digital Wallet,Android,5,131.38,25.38936170212766,0.1276595744680851,40.21,16.323333333333334,2.92,5.77,0.1254893431926924,0.0638297872340425,0,Q3,Mid-Low,2023-11,2025-12,1,1,Inactive,0,0,0,0.4326923076923077,0
23,Female,4,33,0,Partnership,low,Debit Card,Web,5,114.54,27.202222222222225,0.1777777777777777,78.73,16.25,3.128333333333334,4.620000000000001,0.0554289142171565,0.1333333333333333,1,Q2,High,2025-01,2025-12,1,1,Inactive,0,0,0,0.5144230769230769,0
37,Other,3,19,0,Referral,medium,Credit Card,Android,3,132.32,23.058536585365854,0.0975609756097561,46.8,18.666666666666668,3.066666666666668,7.07,0.1312418785966215,0.073170731707317,0,Q3,Mid-Low,2025-01,2025-11,0,0,Mid-Inactive,0,0,0,0.532051282051282,2
42,Other,2,0,0,Referral,low,Credit Card,Web,8,143.39,25.802,0.2,63.96,16.58666666666667,5.926666666666667,3.960000000000001,0.058303886925795,0.12,1,Q3,High,2023-05,2025-11,0,0,Recent,0,0,1,0.5705128205128205,4
23,Female,2,62,0,Organic,medium,Credit Card,Web,3,157.47,23.820833333333336,0.125,37.67,11.82,-0.7366666666666676,1.15,0.0296239052035033,0.0625,0,Q3,Mid-Low,2024-08,2025-11,1,1,Inactive,0,0,0,0.27724358974358976,0
32,Male,3,40,0,Organic,high,Credit Card,iOS,6,101.64,23.052,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,Q2,Low,2023-03,2025-11,1,1,Inactive,0,0,0,0.3386752136752137,0
52,Other,0,1,0,Ads,medium,Digital Wallet,iOS,6,76.06,23.58888888888889,0.2222222222222222,8.7,13.97,5.270000000000001,9.13,0.5120583286595626,0.037037037037037,0,Q1,Low,2023-01,2025-12,0,0,Recent,0,0,1,0.1736111111111111,2
55,Male,0,28,0,Referral,medium,Digital Wallet,iOS,1,15.95,25.23333333333333,0.1666666666666666,8.99,13.97,4.98,0.0,0.0,0.1666666666666666,1,Q1,High,2023-10,2025-11,1,0,Inactive,0,0,0,0.4172008547008546,4
33,Other,3,23,0,Organic,medium,Cash,Web,3,68.36,26.321739130434786,0.0434782608695652,13.75,14.0,0.25,0.0,0.0,0.0434782608695652,0,Q1,Low,2024-10,2025-12,1,0,Mid-Inactive,0,0,0,0.47596153846153844,2
68,Other,0,7,0,Organic,medium,Credit Card,iOS,3,162.43,24.89607843137255,0.2156862745098039,59.7,16.022,4.082000000000001,2.74,0.0438821268417681,0.0980392156862745,1,Q3,Mid-High,2024-02,2025-12,0,0,Recent,0,0,1,0.5192307692307692,4
32,Male,1,31,0,Partnership,low,Digital Wallet,iOS,2,101.34,24.24571428571429,0.2285714285714285,32.77,13.013333333333334,2.0899999999999994,6.17,0.1584488957370313,0.0857142857142857,0,Q2,Mid-Low,2025-01,2025-12,1,1,Inactive,0,0,0,0.4508547008547008,0
68,Female,0,14,0,Ads,medium,Digital Wallet,Web,12,126.0,23.830434782608695,0.108695652173913,25.33,13.67,5.226666666666666,6.370000000000001,0.2009463722397476,0.0652173913043478,0,Q3,Mid-Low,2025-01,2025-12,0,0,Mid-Recent,0,0,1,0.49091880341880345,2
